"DATE","NCPROFATW81Q1","NCPROFATW81Q2","NCPROFATW81Q3","NCPROFATW81Q4","NCPROFATW82Q1","NCPROFATW82Q2","NCPROFATW82Q3","NCPROFATW82Q4","NCPROFATW83Q1","NCPROFATW83Q2","NCPROFATW83Q3","NCPROFATW83Q4","NCPROFATW84Q1","NCPROFATW84Q2","NCPROFATW84Q3","NCPROFATW84Q4","NCPROFATW85Q1","NCPROFATW85Q2","NCPROFATW85Q3","NCPROFATW85Q4","NCPROFATW86Q1","NCPROFATW86Q2","NCPROFATW86Q3","NCPROFATW86Q4","NCPROFATW87Q1","NCPROFATW87Q2","NCPROFATW87Q3","NCPROFATW87Q4","NCPROFATW88Q1","NCPROFATW88Q2","NCPROFATW88Q3","NCPROFATW88Q4","NCPROFATW89Q1","NCPROFATW89Q2","NCPROFATW89Q3","NCPROFATW89Q4","NCPROFATW90Q1","NCPROFATW90Q2","NCPROFATW90Q3","NCPROFATW90Q4","NCPROFATW91Q1","NCPROFATW91Q2","NCPROFATW91Q3","NCPROFATW91Q4","NCPROFATW92Q1","NCPROFATW92Q2","NCPROFATW92Q3","NCPROFATW92Q4","NCPROFATW93Q1","NCPROFATW93Q2","NCPROFATW93Q3","NCPROFATW93Q4","NCPROFATW94Q1","NCPROFATW94Q2","NCPROFATW94Q3","NCPROFATW94Q4","NCPROFATW95Q1","NCPROFATW95Q2","NCPROFATW95Q3","NCPROFATW95Q4","NCPROFATW96Q1","NCPROFATW96Q2","NCPROFATW96Q3","NCPROFATW96Q4","NCPROFATW97Q1","NCPROFATW97Q2","NCPROFATW97Q3","NCPROFATW97Q4","NCPROFATW98Q1","NCPROFATW98Q2","NCPROFATW98Q3","NCPROFATW98Q4","NCPROFATW99Q1","NCPROFATW99Q2","NCPROFATW99Q3","NCPROFATW99Q4","NCPROFATW00Q1","NCPROFATW00Q2","NCPROFATW00Q3","NCPROFATW00Q4","NCPROFATW01Q1","NCPROFATW01Q2","NCPROFATW01Q3","NCPROFATW01Q4","NCPROFATW02Q1","NCPROFATW02Q2","NCPROFATW02Q3","NCPROFATW02Q4","NCPROFATW03Q1","NCPROFATW03Q2","NCPROFATW03Q3","NCPROFATW03Q4","NCPROFATW04Q1","NCPROFATW04Q2","NCPROFATW04Q3","NCPROFATW04Q4","NCPROFATW05Q1","NCPROFATW05Q2","NCPROFATW05Q3","NCPROFATW05Q4","NCPROFATW06Q1","NCPROFATW06Q2","NCPROFATW06Q3","NCPROFATW06Q4","NCPROFATW07Q1","NCPROFATW07Q2","NCPROFATW07Q3","NCPROFATW07Q4","NCPROFATW08Q1","NCPROFATW08Q2","NCPROFATW08Q3","NCPROFATW08Q4","NCPROFATW09Q1","NCPROFATW09Q2","NCPROFATW09Q3","NCPROFATW09Q4","NCPROFATW10Q1","NCPROFATW10Q2","NCPROFATW10Q3","NCPROFATW10Q4","NCPROFATW11Q1","NCPROFATW11Q2","NCPROFATW11Q3","NCPROFATW11Q4","NCPROFATW12Q1","NCPROFATW12Q2","NCPROFATW12Q3","NCPROFATW12Q4","NCPROFATW13Q1","NCPROFATW13Q2","NCPROFATW13Q3","NCPROFATW13Q4","NCPROFATW14Q1","NCPROFATW14Q2","NCPROFATW14Q3","NCPROFATW14Q4","NCPROFATW15Q1","NCPROFATW15Q2"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","586.2","586.2","598.7","598.7","603.4","564.1","564.1","564.1","564.1","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","548.6","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","618.1","634.0","634.0","638.9","604.3","604.3","604.3","604.3","586.3","586.3","586.3","586.3","565.1","565.1","565.1","565.1","565.1","565.1","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","621.0","621.0","626.0","585.9","585.9","585.9","585.9","562.4","562.4","562.4","562.4","556.0","556.0","556.0","556.0","556.0","556.0","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","619.8","624.7","587.9","587.9","587.9","587.9","549.5","549.5","549.5","549.5","541.7","541.7","541.7","541.7","541.7","541.7","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","643.6","622.3","622.3","622.3","622.3","590.4","590.4","590.4","590.4","569.1","569.1","569.1","569.1","569.1","569.1","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","650.0","650.0","650.0","650.0","593.3","593.3","593.3","593.3","536.8","536.8","536.8","536.8","536.8","536.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","671.5","671.5","671.5","612.3","612.3","612.3","612.3","540.0","540.0","540.0","540.0","540.0","540.0","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","679.7","679.7","620.1","620.1","620.1","620.1","530.3","530.3","530.3","530.3","530.3","530.3","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","647.0","594.1","594.1","594.1","594.1","507.8","507.8","507.8","507.8","507.8","507.8","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7"
"2001:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","553.0","553.0","553.0","553.0","489.2","489.2","489.2","489.2","489.2","489.2","536.7","536.7","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1"
"2001:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","531.8","531.8","531.8","508.3","508.3","508.3","508.3","508.3","508.3","531.4","531.4","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4"
"2001:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","492.0","492.0","490.9","490.9","490.9","490.9","490.9","490.9","515.5","515.5","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3"
"2001:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","627.9","640.8","640.8","640.8","640.8","640.8","640.8","693.5","693.5","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2"
"2002:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","595.2","595.2","595.2","595.2","595.2","595.2","698.6","698.6","669.3","669.3","669.3","669.3","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","651.1","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5"
"2002:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","571.3","571.3","571.3","571.3","571.3","704.8","704.8","685.0","685.0","685.0","685.0","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","666.0","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1"
"2002:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","556.3","556.3","556.3","556.3","701.2","701.2","687.9","687.9","687.9","687.9","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","676.0","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4"
"2002:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","573.7","573.7","573.7","732.0","732.0","720.6","720.6","720.6","720.6","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","726.3","776.4","776.4","776.4","776.4","776.4","776.4","776.4","776.4"
"2003:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","578.6","578.6","713.2","713.2","688.0","688.0","688.0","688.0","727.6","727.6","727.6","727.6","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","685.9","756.6","756.6","756.6","756.6","756.6","756.6","756.6","756.6"
"2003:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","662.7","811.3","811.3","761.7","761.7","761.7","761.7","783.3","783.3","783.3","783.3","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","723.1","801.9","801.9","801.9","801.9","801.9","801.9","801.9","801.9"
