"DATE","NCPROFATW81Q1","NCPROFATW81Q2","NCPROFATW81Q3","NCPROFATW81Q4","NCPROFATW82Q1","NCPROFATW82Q2","NCPROFATW82Q3","NCPROFATW82Q4","NCPROFATW83Q1","NCPROFATW83Q2","NCPROFATW83Q3","NCPROFATW83Q4","NCPROFATW84Q1","NCPROFATW84Q2","NCPROFATW84Q3","NCPROFATW84Q4","NCPROFATW85Q1","NCPROFATW85Q2","NCPROFATW85Q3","NCPROFATW85Q4","NCPROFATW86Q1","NCPROFATW86Q2","NCPROFATW86Q3","NCPROFATW86Q4","NCPROFATW87Q1","NCPROFATW87Q2","NCPROFATW87Q3","NCPROFATW87Q4","NCPROFATW88Q1","NCPROFATW88Q2","NCPROFATW88Q3","NCPROFATW88Q4","NCPROFATW89Q1","NCPROFATW89Q2","NCPROFATW89Q3","NCPROFATW89Q4","NCPROFATW90Q1","NCPROFATW90Q2","NCPROFATW90Q3","NCPROFATW90Q4","NCPROFATW91Q1","NCPROFATW91Q2","NCPROFATW91Q3","NCPROFATW91Q4","NCPROFATW92Q1","NCPROFATW92Q2","NCPROFATW92Q3","NCPROFATW92Q4","NCPROFATW93Q1","NCPROFATW93Q2","NCPROFATW93Q3","NCPROFATW93Q4","NCPROFATW94Q1","NCPROFATW94Q2","NCPROFATW94Q3","NCPROFATW94Q4","NCPROFATW95Q1","NCPROFATW95Q2","NCPROFATW95Q3","NCPROFATW95Q4","NCPROFATW96Q1","NCPROFATW96Q2","NCPROFATW96Q3","NCPROFATW96Q4","NCPROFATW97Q1","NCPROFATW97Q2","NCPROFATW97Q3","NCPROFATW97Q4","NCPROFATW98Q1","NCPROFATW98Q2","NCPROFATW98Q3","NCPROFATW98Q4","NCPROFATW99Q1","NCPROFATW99Q2","NCPROFATW99Q3","NCPROFATW99Q4","NCPROFATW00Q1","NCPROFATW00Q2","NCPROFATW00Q3","NCPROFATW00Q4","NCPROFATW01Q1","NCPROFATW01Q2","NCPROFATW01Q3","NCPROFATW01Q4","NCPROFATW02Q1","NCPROFATW02Q2","NCPROFATW02Q3","NCPROFATW02Q4","NCPROFATW03Q1","NCPROFATW03Q2","NCPROFATW03Q3","NCPROFATW03Q4","NCPROFATW04Q1","NCPROFATW04Q2","NCPROFATW04Q3","NCPROFATW04Q4","NCPROFATW05Q1","NCPROFATW05Q2","NCPROFATW05Q3","NCPROFATW05Q4","NCPROFATW06Q1","NCPROFATW06Q2","NCPROFATW06Q3","NCPROFATW06Q4","NCPROFATW07Q1","NCPROFATW07Q2","NCPROFATW07Q3","NCPROFATW07Q4","NCPROFATW08Q1","NCPROFATW08Q2","NCPROFATW08Q3","NCPROFATW08Q4","NCPROFATW09Q1","NCPROFATW09Q2","NCPROFATW09Q3","NCPROFATW09Q4","NCPROFATW10Q1","NCPROFATW10Q2","NCPROFATW10Q3","NCPROFATW10Q4","NCPROFATW11Q1","NCPROFATW11Q2","NCPROFATW11Q3","NCPROFATW11Q4","NCPROFATW12Q1","NCPROFATW12Q2","NCPROFATW12Q3","NCPROFATW12Q4","NCPROFATW13Q1","NCPROFATW13Q2","NCPROFATW13Q3","NCPROFATW13Q4","NCPROFATW14Q1","NCPROFATW14Q2","NCPROFATW14Q3","NCPROFATW14Q4","NCPROFATW15Q1","NCPROFATW15Q2"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","203.9","203.9","203.9","188.8","188.8","177.1","177.1","177.1","177.1","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","178.1","178.1","178.1","178.1","178.1","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","223.1","223.1","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","#N/A","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","207.0","207.0","198.3","198.3","178.7","178.7","178.7","178.7","171.6","171.6","171.6","171.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","184.1","184.1","184.1","184.1","184.1","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","218.6","218.6","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","#N/A","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","214.9","205.8","205.8","187.2","187.2","187.2","187.2","181.0","181.0","181.0","181.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.0","183.0","183.0","183.0","183.0","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","224.4","224.4","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","#N/A","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","221.7","221.7","200.5","200.5","200.5","200.5","192.3","192.3","192.3","192.3","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","197.4","197.4","197.4","197.4","197.4","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","234.8","234.8","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","#N/A","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","216.0","189.2","189.2","189.2","189.2","178.8","178.8","178.8","178.8","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","178.3","178.3","178.3","178.3","178.3","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","221.2","221.2","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","#N/A","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","207.3","207.3","200.7","200.7","189.9","189.9","189.9","189.9","204.0","204.0","204.0","204.0","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","188.7","188.7","188.7","188.7","188.7","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","208.6","208.6","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","#N/A","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","199.9","194.2","194.2","180.2","180.2","180.2","180.2","192.2","192.2","192.2","192.2","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","169.3","169.3","169.3","169.3","169.3","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","198.1","198.1","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","#N/A","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","197.6","197.6","180.3","180.3","180.3","180.3","193.3","193.3","193.3","193.3","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","150.4","150.4","150.4","150.4","150.4","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","187.7","187.7","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","#N/A","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","196.1","167.1","167.1","167.1","167.1","179.6","179.6","179.6","179.6","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","149.6","149.6","149.6","149.6","149.6","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","177.5","177.5","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","#N/A","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","165.9","165.9","165.9","165.9","172.0","172.0","172.0","172.0","164.9","164.9","164.9","164.9","167.5","167.5","167.5","167.5","167.5","167.5","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","161.5","161.5","161.5","161.5","161.5","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","196.4","196.4","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","#N/A","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","162.6","162.6","162.6","172.6","172.6","172.6","172.6","169.8","169.8","169.8","169.8","178.3","178.3","178.3","178.3","178.3","178.3","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","178.7","178.7","178.7","178.7","178.7","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","215.0","215.0","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","#N/A","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.0","172.0","182.1","182.1","182.1","182.1","180.3","180.3","180.3","180.3","188.7","188.7","188.7","188.7","188.7","188.7","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","193.6","193.6","193.6","193.6","193.6","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","228.2","228.2","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","#N/A","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","173.0","179.9","179.9","179.9","179.9","180.9","180.9","180.9","180.9","191.0","191.0","191.0","191.0","191.0","191.0","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","196.7","196.7","196.7","196.7","196.7","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","233.0","233.0","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","#N/A","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","179.3","179.3","179.3","179.3","189.1","189.1","189.1","189.1","202.3","202.3","202.3","202.3","202.3","202.3","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","206.4","206.4","206.4","206.4","206.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","254.1","254.1","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","#N/A","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","183.2","183.2","183.2","187.0","187.0","187.0","187.0","199.1","199.1","199.1","199.1","199.1","199.1","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","212.0","212.0","212.0","212.0","212.0","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","237.2","263.9","263.9","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","#N/A","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","185.2","185.2","189.7","189.7","189.7","189.7","196.5","196.5","196.5","196.5","196.5","196.5","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","225.6","226.4","226.4","226.4","226.4","226.4","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","250.3","266.6","266.6","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","#N/A","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","194.8","196.9","196.9","196.9","196.9","207.5","207.5","207.5","207.5","207.5","207.5","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","235.9","235.9","235.9","235.9","235.9","262.4","262.4","262.4","262.4","262.4","262.4","262.4","262.4","262.4","262.4","280.9","280.9","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","#N/A","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3"
"1989:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","171.9","171.9","171.9","171.9","179.0","179.0","179.0","179.0","179.0","179.0","216.9","216.9","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","204.8","204.8","204.8","204.8","204.8","227.2","227.2","227.2","227.2","227.2","227.2","227.2","227.2","227.2","227.2","251.0","251.0","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","#N/A","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5"
"1989:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.9","172.9","172.9","180.6","180.6","180.6","180.6","180.6","180.6","219.3","219.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","226.3","218.7","218.7","218.7","218.7","218.7","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","251.9","251.9","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","#N/A","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8"
"1989:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","172.6","172.6","178.9","178.9","178.9","178.9","178.9","178.9","213.8","213.8","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","224.7","227.5","227.5","227.5","227.5","227.5","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","255.7","255.7","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","#N/A","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1"
