"DATE","RINVCHI10M1","RINVCHI10M2","RINVCHI10M3","RINVCHI10M4","RINVCHI10M5","RINVCHI10M6","RINVCHI10M7","RINVCHI10M8","RINVCHI10M9","RINVCHI10M10","RINVCHI10M11","RINVCHI10M12","RINVCHI11M1","RINVCHI11M2","RINVCHI11M3","RINVCHI11M4","RINVCHI11M5","RINVCHI11M6","RINVCHI11M7","RINVCHI11M8","RINVCHI11M9","RINVCHI11M10","RINVCHI11M11","RINVCHI11M12","RINVCHI12M1","RINVCHI12M2","RINVCHI12M3","RINVCHI12M4","RINVCHI12M5","RINVCHI12M6","RINVCHI12M7","RINVCHI12M8","RINVCHI12M9","RINVCHI12M10","RINVCHI12M11","RINVCHI12M12","RINVCHI13M1","RINVCHI13M2","RINVCHI13M3","RINVCHI13M4","RINVCHI13M5","RINVCHI13M6","RINVCHI13M7","RINVCHI13M8","RINVCHI13M9","RINVCHI13M10","RINVCHI13M11","RINVCHI13M12","RINVCHI14M1","RINVCHI14M2","RINVCHI14M3","RINVCHI14M4","RINVCHI14M5","RINVCHI14M6","RINVCHI14M7","RINVCHI14M8","RINVCHI14M9","RINVCHI14M10","RINVCHI14M11","RINVCHI14M12","RINVCHI15M1","RINVCHI15M2","RINVCHI15M3","RINVCHI15M4","RINVCHI15M5"
"1970:Q2","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8"
"1970:Q3","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9"
"1970:Q4","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9"
"1971:Q1","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1"
"1971:Q2","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8"
"1971:Q3","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1"
"1971:Q4","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0"
"1972:Q1","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3","12.3"
"1972:Q2","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3"
"1972:Q3","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","39.0","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1"
"1972:Q4","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3"
"1973:Q1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4"
"1973:Q2","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5"
"1973:Q3","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5"
"1973:Q4","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4"
"1974:Q1","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9"
"1974:Q2","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3"
"1974:Q3","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6","12.6"
"1974:Q4","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3"
"1975:Q1","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7"
"1975:Q2","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-29.6","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7","-32.7"
"1975:Q3","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2"
"1975:Q4","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","-0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"1976:Q1","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6"
"1976:Q2","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0"
"1976:Q3","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0"
"1976:Q4","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2"
"1977:Q1","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3"
"1977:Q2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7"
"1977:Q3","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6"
"1977:Q4","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3"
"1978:Q1","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2"
"1978:Q2","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2"
"1978:Q3","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1"
"1978:Q4","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2"
"1979:Q1","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3"
"1979:Q2","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0"
"1979:Q3","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0"
"1979:Q4","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0"
"1980:Q1","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3"
"1980:Q2","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2","12.2"
"1980:Q3","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-48.8","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9","-52.9"
"1980:Q4","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0"
"1981:Q1","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1"
"1981:Q2","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3"
"1981:Q3","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1"
"1981:Q4","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","28.3","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1"
