"DATE","NCPROFATW10M1","NCPROFATW10M2","NCPROFATW10M3","NCPROFATW10M4","NCPROFATW10M5","NCPROFATW10M6","NCPROFATW10M7","NCPROFATW10M8","NCPROFATW10M9","NCPROFATW10M10","NCPROFATW10M11","NCPROFATW10M12","NCPROFATW11M1","NCPROFATW11M2","NCPROFATW11M3","NCPROFATW11M4","NCPROFATW11M5","NCPROFATW11M6","NCPROFATW11M7","NCPROFATW11M8","NCPROFATW11M9","NCPROFATW11M10","NCPROFATW11M11","NCPROFATW11M12","NCPROFATW12M1","NCPROFATW12M2","NCPROFATW12M3","NCPROFATW12M4","NCPROFATW12M5","NCPROFATW12M6","NCPROFATW12M7","NCPROFATW12M8","NCPROFATW12M9","NCPROFATW12M10","NCPROFATW12M11","NCPROFATW12M12","NCPROFATW13M1","NCPROFATW13M2","NCPROFATW13M3","NCPROFATW13M4","NCPROFATW13M5","NCPROFATW13M6","NCPROFATW13M7","NCPROFATW13M8","NCPROFATW13M9","NCPROFATW13M10","NCPROFATW13M11","NCPROFATW13M12","NCPROFATW14M1","NCPROFATW14M2","NCPROFATW14M3","NCPROFATW14M4","NCPROFATW14M5","NCPROFATW14M6","NCPROFATW14M7","NCPROFATW14M8","NCPROFATW14M9","NCPROFATW14M10","NCPROFATW14M11","NCPROFATW14M12","NCPROFATW15M1","NCPROFATW15M2","NCPROFATW15M3","NCPROFATW15M4","NCPROFATW15M5","NCPROFATW15M6","NCPROFATW15M7","NCPROFATW15M8","NCPROFATW15M9","NCPROFATW15M10","NCPROFATW15M11"
"1979:Q3","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5"
"1979:Q4","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6"
"1980:Q1","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5"
"1980:Q2","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8"
"1980:Q3","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5"
"1980:Q4","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8"
"1981:Q1","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2"
"1981:Q2","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2"
"1981:Q3","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7"
"1981:Q4","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5"
"1982:Q1","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1"
"1982:Q2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8"
"1982:Q3","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1"
"1982:Q4","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5"
"1983:Q1","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4"
"1983:Q2","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5"
"1983:Q3","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0"
"1983:Q4","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6"
"1984:Q1","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7"
"1984:Q2","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3"
"1984:Q3","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5"
"1984:Q4","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8","250.8"
"1985:Q1","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1985:Q2","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6"
"1985:Q3","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","243.7","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6"
"1985:Q4","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0"
"1986:Q1","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1"
"1986:Q2","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","208.8","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2","220.2"
"1986:Q3","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2"
"1986:Q4","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2","196.2"
"1987:Q1","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1"
"1987:Q2","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1"
"1987:Q3","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","251.8","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5","248.5"
"1987:Q4","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4"
"1988:Q1","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","275.8","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2","265.2"
"1988:Q2","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","284.7","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4","272.4"
"1988:Q3","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","281.7","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1"
"1988:Q4","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3","286.3"
"1989:Q1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5"
"1989:Q2","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8","270.8"
"1989:Q3","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1","276.1"
"1989:Q4","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3","260.3"
"1990:Q1","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","288.0","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2"
"1990:Q2","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","307.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5","288.5"
"1990:Q3","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3"
