"DATE","RCONNDM98M11","RCONNDM98M12","RCONNDM99M1","RCONNDM99M2","RCONNDM99M3","RCONNDM99M4","RCONNDM99M5","RCONNDM99M6","RCONNDM99M7","RCONNDM99M8","RCONNDM99M9","RCONNDM99M10","RCONNDM99M11","RCONNDM99M12","RCONNDM00M1","RCONNDM00M2","RCONNDM00M3","RCONNDM00M4","RCONNDM00M5","RCONNDM00M6","RCONNDM00M7","RCONNDM00M8","RCONNDM00M9","RCONNDM00M10","RCONNDM00M11","RCONNDM00M12","RCONNDM01M1","RCONNDM01M2","RCONNDM01M3","RCONNDM01M4","RCONNDM01M5","RCONNDM01M6","RCONNDM01M7","RCONNDM01M8","RCONNDM01M9","RCONNDM01M10","RCONNDM01M11","RCONNDM01M12","RCONNDM02M1","RCONNDM02M2","RCONNDM02M3","RCONNDM02M4","RCONNDM02M5","RCONNDM02M6","RCONNDM02M7","RCONNDM02M8","RCONNDM02M9","RCONNDM02M10","RCONNDM02M11","RCONNDM02M12","RCONNDM03M1","RCONNDM03M2","RCONNDM03M3","RCONNDM03M4","RCONNDM03M5","RCONNDM03M6","RCONNDM03M7","RCONNDM03M8","RCONNDM03M9","RCONNDM03M10","RCONNDM03M11","RCONNDM03M12","RCONNDM04M1","RCONNDM04M2","RCONNDM04M3","RCONNDM04M4","RCONNDM04M5","RCONNDM04M6","RCONNDM04M7","RCONNDM04M8","RCONNDM04M9","RCONNDM04M10","RCONNDM04M11","RCONNDM04M12","RCONNDM05M1","RCONNDM05M2","RCONNDM05M3","RCONNDM05M4","RCONNDM05M5","RCONNDM05M6","RCONNDM05M7","RCONNDM05M8","RCONNDM05M9","RCONNDM05M10","RCONNDM05M11","RCONNDM05M12","RCONNDM06M1","RCONNDM06M2","RCONNDM06M3","RCONNDM06M4","RCONNDM06M5","RCONNDM06M6","RCONNDM06M7","RCONNDM06M8","RCONNDM06M9","RCONNDM06M10","RCONNDM06M11","RCONNDM06M12","RCONNDM07M1","RCONNDM07M2","RCONNDM07M3","RCONNDM07M4","RCONNDM07M5","RCONNDM07M6","RCONNDM07M7","RCONNDM07M8","RCONNDM07M9","RCONNDM07M10","RCONNDM07M11","RCONNDM07M12","RCONNDM08M1","RCONNDM08M2","RCONNDM08M3","RCONNDM08M4","RCONNDM08M5","RCONNDM08M6","RCONNDM08M7","RCONNDM08M8","RCONNDM08M9","RCONNDM08M10","RCONNDM08M11","RCONNDM08M12","RCONNDM09M1","RCONNDM09M2","RCONNDM09M3","RCONNDM09M4","RCONNDM09M5","RCONNDM09M6","RCONNDM09M7","RCONNDM09M8","RCONNDM09M9","RCONNDM09M10","RCONNDM09M11","RCONNDM09M12","RCONNDM10M1","RCONNDM10M2","RCONNDM10M3","RCONNDM10M4","RCONNDM10M5","RCONNDM10M6","RCONNDM10M7","RCONNDM10M8","RCONNDM10M9","RCONNDM10M10","RCONNDM10M11","RCONNDM10M12","RCONNDM11M1","RCONNDM11M2","RCONNDM11M3","RCONNDM11M4","RCONNDM11M5","RCONNDM11M6","RCONNDM11M7","RCONNDM11M8","RCONNDM11M9","RCONNDM11M10","RCONNDM11M11","RCONNDM11M12","RCONNDM12M1","RCONNDM12M2","RCONNDM12M3","RCONNDM12M4","RCONNDM12M5","RCONNDM12M6","RCONNDM12M7","RCONNDM12M8","RCONNDM12M9","RCONNDM12M10","RCONNDM12M11","RCONNDM12M12","RCONNDM13M1","RCONNDM13M2","RCONNDM13M3","RCONNDM13M4","RCONNDM13M5","RCONNDM13M6","RCONNDM13M7","RCONNDM13M8","RCONNDM13M9","RCONNDM13M10","RCONNDM13M11","RCONNDM13M12","RCONNDM14M1","RCONNDM14M2","RCONNDM14M3","RCONNDM14M4","RCONNDM14M5","RCONNDM14M6","RCONNDM14M7","RCONNDM14M8","RCONNDM14M9","RCONNDM14M10","RCONNDM14M11","RCONNDM14M12","RCONNDM15M1","RCONNDM15M2","RCONNDM15M3","RCONNDM15M4","RCONNDM15M5","RCONNDM15M6","RCONNDM15M7","RCONNDM15M8","RCONNDM15M9","RCONNDM15M10","RCONNDM15M11"
"1959:11","609.641","609.641","609.641","609.641","609.641","609.641","609.641","609.641","609.641","609.641","609.641","609.641","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","656.0","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.619","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","591.56","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968","643.968"
"1959:12","614.532","614.532","614.532","614.532","614.532","614.532","614.532","614.532","614.532","614.532","614.532","614.532","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","661.3","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.685","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","594.647","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317","647.317"
"1960:01","613.434","613.434","613.434","613.434","613.434","613.434","613.434","613.434","613.434","613.434","613.434","613.434","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","660.0","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.397","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","595.369","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1"
"1960:02","607.129","607.129","607.129","607.129","607.129","607.129","607.129","607.129","607.129","607.129","607.129","607.129","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","653.0","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.646","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","589.607","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836","641.836"
"1960:03","615.708","615.708","615.708","615.708","615.708","615.708","615.708","615.708","615.708","615.708","615.708","615.708","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","662.1","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.922","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","599.862","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994","652.994"
"1960:04","628.12","628.12","628.12","628.12","628.12","628.12","628.12","628.12","628.12","628.12","628.12","628.12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.995","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","610.957","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066","665.066"
"1960:05","612.483","612.483","612.483","612.483","612.483","612.483","612.483","612.483","612.483","612.483","612.483","612.483","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.855","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","593.807","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404","646.404"
"1960:06","617.228","617.228","617.228","617.228","617.228","617.228","617.228","617.228","617.228","617.228","617.228","617.228","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","663.7","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.649","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","599.589","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69","652.69"
"1960:07","618.814","618.814","618.814","618.814","618.814","618.814","618.814","618.814","618.814","618.814","618.814","618.814","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","665.5","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.753","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","601.679","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974","654.974"
"1960:08","613.884","613.884","613.884","613.884","613.884","613.884","613.884","613.884","613.884","613.884","613.884","613.884","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.984","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","596.913","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775","649.775"
"1960:09","612.165","612.165","612.165","612.165","612.165","612.165","612.165","612.165","612.165","612.165","612.165","612.165","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.274","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","595.213","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926","647.926"
"1960:10","617.757","617.757","617.757","617.757","617.757","617.757","617.757","617.757","617.757","617.757","617.757","617.757","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","664.4","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.961","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","600.898","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104","654.104"
"1960:11","618.497","618.497","618.497","618.497","618.497","618.497","618.497","618.497","618.497","618.497","618.497","618.497","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","665.4","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.129","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","601.054","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299","654.299"
