"DATE","RIMP10M1","RIMP10M2","RIMP10M3","RIMP10M4","RIMP10M5","RIMP10M6","RIMP10M7","RIMP10M8","RIMP10M9","RIMP10M10","RIMP10M11","RIMP10M12","RIMP11M1","RIMP11M2","RIMP11M3","RIMP11M4","RIMP11M5","RIMP11M6","RIMP11M7","RIMP11M8","RIMP11M9","RIMP11M10","RIMP11M11","RIMP11M12","RIMP12M1","RIMP12M2","RIMP12M3","RIMP12M4","RIMP12M5","RIMP12M6","RIMP12M7","RIMP12M8","RIMP12M9","RIMP12M10","RIMP12M11","RIMP12M12","RIMP13M1","RIMP13M2","RIMP13M3","RIMP13M4","RIMP13M5","RIMP13M6","RIMP13M7","RIMP13M8","RIMP13M9","RIMP13M10","RIMP13M11","RIMP13M12","RIMP14M1","RIMP14M2","RIMP14M3","RIMP14M4","RIMP14M5","RIMP14M6","RIMP14M7","RIMP14M8","RIMP14M9","RIMP14M10","RIMP14M11","RIMP14M12","RIMP15M1","RIMP15M2","RIMP15M3","RIMP15M4","RIMP15M5","RIMP15M6","RIMP15M7","RIMP15M8","RIMP15M9","RIMP15M10","RIMP15M11"
"1988:Q2","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.7","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","608.3","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5","652.5"
"1988:Q3","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","623.1","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9","667.9"
"1988:Q4","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","689.7","689.7","689.7","689.7","689.7","689.7","689.7","689.7","689.7","689.7","689.7","689.7","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3","688.3"
"1989:Q1","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5","691.5"
"1989:Q2","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","648.1","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","696.2","696.2","696.2","696.2","696.2","696.2","696.2","696.2","696.2","696.2","696.2","696.2","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8","694.8"
"1989:Q3","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","647.2","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","646.7","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8","693.8"
"1989:Q4","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","658.4","707.8","707.8","707.8","707.8","707.8","707.8","707.8","707.8","707.8","707.8","707.8","707.8","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4","706.4"
"1990:Q1","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","679.3","730.2","730.2","730.2","730.2","730.2","730.2","730.2","730.2","730.2","730.2","730.2","730.2","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8","728.8"
"1990:Q2","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.7","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","678.2","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6"
"1990:Q3","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.9","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","675.4","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","726.1","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6","724.6"
"1990:Q4","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.8","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","657.3","706.6","706.6","706.6","706.6","706.6","706.6","706.6","706.6","706.6","706.6","706.6","706.6","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2","705.2"
"1991:Q1","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","650.3","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","649.8","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1"
"1991:Q2","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.9","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5","709.5"
"1991:Q3","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.5","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","680.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5","729.5"
"1991:Q4","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","747.1","747.1","747.1","747.1","747.1","747.1","747.1","747.1","747.1","747.1","747.1","747.1","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6","745.6"
"1992:Q1","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.6","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","700.1","752.6","752.6","752.6","752.6","752.6","752.6","752.6","752.6","752.6","752.6","752.6","752.6","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0"
"1992:Q2","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","712.1","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","711.6","764.9","764.9","764.9","764.9","764.9","764.9","764.9","764.9","764.9","764.9","764.9","764.9","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4","763.4"
"1992:Q3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","723.3","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4"
"1992:Q4","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.6","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","795.6","795.6","795.6","795.6","795.6","795.6","795.6","795.6","795.6","795.6","795.6","795.6","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0"
"1993:Q1","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.7","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","756.1","812.8","812.8","812.8","812.8","812.8","812.8","812.8","812.8","812.8","812.8","812.8","812.8","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2"
"1993:Q2","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","772.3","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","771.8","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9","827.9"
"1993:Q3","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","782.5","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","781.9","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8","838.8"
"1993:Q4","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.9","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","813.4","874.3","874.3","874.3","874.3","874.3","874.3","874.3","874.3","874.3","874.3","874.3","874.3","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5","872.5"
"1994:Q1","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.9","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","832.3","894.7","894.7","894.7","894.7","894.7","894.7","894.7","894.7","894.7","894.7","894.7","894.7","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9","892.9"
"1994:Q2","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.9","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3","928.0","928.0","928.0","928.0","928.0","928.0","928.0","928.0","928.0","928.0","928.0","928.0","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1","926.1"
"1994:Q3","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","888.2","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","887.6","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2","952.2"
"1994:Q4","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","913.2","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","912.6","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0","979.0"
"1995:Q1","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","933.2","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4","1000.4"
"1995:Q2","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","942.1","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","941.5","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9","1009.9"
"1995:Q3","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","945.4","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","944.7","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4"
"1995:Q4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","956.8","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4"
"1996:Q1","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","987.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1061.9","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7","1059.7"
"1996:Q2","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.7","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1010.0","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1085.7","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4"
"1996:Q3","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1042.7","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1120.9","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6","1118.6"
"1996:Q4","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1064.0","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1143.0","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6","1140.6"
"1997:Q1","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1109.5","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1108.7","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1191.8","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3"
"1997:Q2","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1146.7","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1145.9","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1231.8","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3","1229.3"
"1997:Q3","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1189.0","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1188.1","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1277.2","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6","1274.6"
"1997:Q4","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1214.7","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1213.8","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1304.7","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1","1302.1"
"1998:Q1","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1259.3","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1353.6","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0","1351.0"
"1998:Q2","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1288.2","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1384.7","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9","1381.9"
"1998:Q3","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1306.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1305.5","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1403.4","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5","1400.5"
