"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1960:02","710.616","710.616","710.616","710.616","710.616","710.616","710.616","710.616","710.616","710.616","710.616","710.616","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1127.079","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1128.007","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.491","1211.494","1211.494","1211.494","1211.494","1211.494","1211.494","1211.494","1211.494","1211.494","1211.494"
"1960:03","713.627","713.627","713.627","713.627","713.627","713.627","713.627","713.627","713.627","713.627","713.627","713.627","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","848.6","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1131.748","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1132.589","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.408","1216.347","1216.347","1216.347","1216.347","1216.347","1216.347","1216.347","1216.347","1216.347","1216.347"
"1960:04","716.205","716.205","716.205","716.205","716.205","716.205","716.205","716.205","716.205","716.205","716.205","716.205","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","851.7","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1139.366","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1140.263","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.58","1224.592","1224.592","1224.592","1224.592","1224.592","1224.592","1224.592","1224.592","1224.592","1224.592"
"1960:05","718.013","718.013","718.013","718.013","718.013","718.013","718.013","718.013","718.013","718.013","718.013","718.013","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","853.8","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.068","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1142.897","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.437","1227.384","1227.384","1227.384","1227.384","1227.384","1227.384","1227.384","1227.384","1227.384","1227.384"
"1960:06","717.651","717.651","717.651","717.651","717.651","717.651","717.651","717.651","717.651","717.651","717.651","717.651","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","853.6","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1140.503","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1141.408","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.843","1225.788","1225.788","1225.788","1225.788","1225.788","1225.788","1225.788","1225.788","1225.788","1225.788"
"1960:07","716.784","716.784","716.784","716.784","716.784","716.784","716.784","716.784","716.784","716.784","716.784","716.784","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","852.6","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1139.196","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1140.034","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.314","1224.326","1224.326","1224.326","1224.326","1224.326","1224.326","1224.326","1224.326","1224.326","1224.326"
"1960:08","716.495","716.495","716.495","716.495","716.495","716.495","716.495","716.495","716.495","716.495","716.495","716.495","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","852.5","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1137.974","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1138.831","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1223.052","1222.996","1222.996","1222.996","1222.996","1222.996","1222.996","1222.996","1222.996","1222.996","1222.996"
"1960:09","718.061","718.061","718.061","718.061","718.061","718.061","718.061","718.061","718.061","718.061","718.061","718.061","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","854.9","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1140.757","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1141.637","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1226.042","1225.988","1225.988","1225.988","1225.988","1225.988","1225.988","1225.988","1225.988","1225.988","1225.988"
"1960:10","721.771","721.771","721.771","721.771","721.771","721.771","721.771","721.771","721.771","721.771","721.771","721.771","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","859.4","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1146.69","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1147.536","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.354","1232.37","1232.37","1232.37","1232.37","1232.37","1232.37","1232.37","1232.37","1232.37","1232.37"
"1960:11","724.422","724.422","724.422","724.422","724.422","724.422","724.422","724.422","724.422","724.422","724.422","724.422","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","862.3","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.003","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1152.862","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.069","1238.022","1238.022","1238.022","1238.022","1238.022","1238.022","1238.022","1238.022","1238.022","1238.022"
"1960:12","726.542","726.542","726.542","726.542","726.542","726.542","726.542","726.542","726.542","726.542","726.542","726.542","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1152.398","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1153.263","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.534","1238.487","1238.487","1238.487","1238.487","1238.487","1238.487","1238.487","1238.487","1238.487","1238.487"
