"DATE","RG10M1","RG10M2","RG10M3","RG10M4","RG10M5","RG10M6","RG10M7","RG10M8","RG10M9","RG10M10","RG10M11","RG10M12","RG11M1","RG11M2","RG11M3","RG11M4","RG11M5","RG11M6","RG11M7","RG11M8","RG11M9","RG11M10","RG11M11","RG11M12","RG12M1","RG12M2","RG12M3","RG12M4","RG12M5","RG12M6","RG12M7","RG12M8","RG12M9","RG12M10","RG12M11","RG12M12","RG13M1","RG13M2","RG13M3","RG13M4","RG13M5","RG13M6","RG13M7","RG13M8","RG13M9","RG13M10","RG13M11","RG13M12","RG14M1","RG14M2","RG14M3","RG14M4","RG14M5","RG14M6","RG14M7","RG14M8","RG14M9","RG14M10","RG14M11","RG14M12","RG15M1","RG15M2","RG15M3","RG15M4","RG15M5","RG15M6","RG15M7","RG15M8","RG15M9","RG15M10","RG15M11"
"1976:Q3","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1250.7","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9","1483.9"
"1976:Q4","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1249.7","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4","1484.4"
"1977:Q1","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1261.0","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3"
"1977:Q2","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1274.1","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0","1512.0"
"1977:Q3","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1276.5","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4"
"1977:Q4","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1272.3","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1","1512.1"
"1978:Q1","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1274.4","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9","1513.9"
"1978:Q2","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1308.8","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1","1554.1"
"1978:Q3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4","1566.4"
"1978:Q4","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1331.2","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6"
"1979:Q1","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1319.2","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9","1566.9"
"1979:Q2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1333.2","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0","1583.0"
"1979:Q3","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1","1585.1"
"1979:Q4","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1343.8","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4","1595.4"
"1980:Q1","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1365.4","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2","1620.2"
"1980:Q2","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1369.7","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9","1625.9"
"1980:Q3","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1350.8","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9","1601.9"
"1980:Q4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1349.4","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8","1601.8"
"1981:Q1","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8","1622.8"
"1981:Q2","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1370.4","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9"
"1981:Q3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6","1621.6"
"1981:Q4","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1379.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9","1639.9"
"1982:Q1","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1378.5","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2","1638.2"
"1982:Q2","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1386.5","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9","1648.9"
"1982:Q3","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1396.0","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3"
"1982:Q4","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8","1685.8"
"1983:Q1","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1430.8","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9","1701.9"
"1983:Q2","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1443.0","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1","1719.1"
"1983:Q3","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1468.0","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3"
"1983:Q4","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1443.2","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0","1718.0"
"1984:Q1","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1457.8","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1","1738.1"
"1984:Q2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1"
"1984:Q3","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1500.2","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8","1791.8"
"1984:Q4","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1532.3","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0"
"1985:Q1","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1549.9","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0","1848.0"
"1985:Q2","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1584.7","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0","1891.0"
"1985:Q3","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1625.8","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4","1935.4"
