"DATE","RCOND65Q4","RCOND66Q1","RCOND66Q2","RCOND66Q3","RCOND66Q4","RCOND67Q1","RCOND67Q2","RCOND67Q3","RCOND67Q4","RCOND68Q1","RCOND68Q2","RCOND68Q3","RCOND68Q4","RCOND69Q1","RCOND69Q2","RCOND69Q3","RCOND69Q4","RCOND70Q1","RCOND70Q2","RCOND70Q3","RCOND70Q4","RCOND71Q1","RCOND71Q2","RCOND71Q3","RCOND71Q4","RCOND72Q1","RCOND72Q2","RCOND72Q3","RCOND72Q4","RCOND73Q1","RCOND73Q2","RCOND73Q3","RCOND73Q4","RCOND74Q1","RCOND74Q2","RCOND74Q3","RCOND74Q4","RCOND75Q1","RCOND75Q2","RCOND75Q3","RCOND75Q4","RCOND76Q1","RCOND76Q2","RCOND76Q3","RCOND76Q4","RCOND77Q1","RCOND77Q2","RCOND77Q3","RCOND77Q4","RCOND78Q1","RCOND78Q2","RCOND78Q3","RCOND78Q4","RCOND79Q1","RCOND79Q2","RCOND79Q3","RCOND79Q4","RCOND80Q1","RCOND80Q2","RCOND80Q3","RCOND80Q4","RCOND81Q1","RCOND81Q2","RCOND81Q3","RCOND81Q4","RCOND82Q1","RCOND82Q2","RCOND82Q3","RCOND82Q4","RCOND83Q1","RCOND83Q2","RCOND83Q3","RCOND83Q4","RCOND84Q1","RCOND84Q2","RCOND84Q3","RCOND84Q4","RCOND85Q1","RCOND85Q2","RCOND85Q3","RCOND85Q4","RCOND86Q1","RCOND86Q2","RCOND86Q3","RCOND86Q4","RCOND87Q1","RCOND87Q2","RCOND87Q3","RCOND87Q4","RCOND88Q1","RCOND88Q2","RCOND88Q3","RCOND88Q4","RCOND89Q1","RCOND89Q2","RCOND89Q3","RCOND89Q4","RCOND90Q1","RCOND90Q2","RCOND90Q3","RCOND90Q4","RCOND91Q1","RCOND91Q2","RCOND91Q3","RCOND91Q4","RCOND92Q1","RCOND92Q2","RCOND92Q3","RCOND92Q4","RCOND93Q1","RCOND93Q2","RCOND93Q3","RCOND93Q4","RCOND94Q1","RCOND94Q2","RCOND94Q3","RCOND94Q4","RCOND95Q1","RCOND95Q2","RCOND95Q3","RCOND95Q4","RCOND96Q1","RCOND96Q2","RCOND96Q3","RCOND96Q4","RCOND97Q1","RCOND97Q2","RCOND97Q3","RCOND97Q4","RCOND98Q1","RCOND98Q2","RCOND98Q3","RCOND98Q4","RCOND99Q1","RCOND99Q2","RCOND99Q3","RCOND99Q4","RCOND00Q1","RCOND00Q2","RCOND00Q3","RCOND00Q4","RCOND01Q1","RCOND01Q2","RCOND01Q3","RCOND01Q4","RCOND02Q1","RCOND02Q2","RCOND02Q3","RCOND02Q4","RCOND03Q1","RCOND03Q2","RCOND03Q3","RCOND03Q4","RCOND04Q1","RCOND04Q2","RCOND04Q3","RCOND04Q4","RCOND05Q1","RCOND05Q2","RCOND05Q3","RCOND05Q4","RCOND06Q1","RCOND06Q2","RCOND06Q3","RCOND06Q4","RCOND07Q1","RCOND07Q2","RCOND07Q3","RCOND07Q4","RCOND08Q1","RCOND08Q2","RCOND08Q3","RCOND08Q4","RCOND09Q1","RCOND09Q2","RCOND09Q3","RCOND09Q4","RCOND10Q1","RCOND10Q2","RCOND10Q3","RCOND10Q4","RCOND11Q1","RCOND11Q2","RCOND11Q3","RCOND11Q4","RCOND12Q1","RCOND12Q2","RCOND12Q3","RCOND12Q4","RCOND13Q1","RCOND13Q2","RCOND13Q3","RCOND13Q4","RCOND14Q1","RCOND14Q2","RCOND14Q3","RCOND14Q4","RCOND15Q1","RCOND15Q2"
"1958:Q3","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","86.5","#N/A","#N/A","#N/A","#N/A","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","#N/A","#N/A","#N/A","#N/A","#N/A","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","#N/A","#N/A","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","90.4","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3"
"1958:Q4","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","47.8","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","#N/A","#N/A","#N/A","#N/A","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","#N/A","#N/A","#N/A","#N/A","#N/A","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","#N/A","#N/A","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0"
"1959:Q1","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","50.6","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","#N/A","#N/A","#N/A","#N/A","#N/A","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","#N/A","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","91.0","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1"
"1959:Q2","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","#N/A","#N/A","#N/A","#N/A","#N/A","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","#N/A","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2"
"1959:Q3","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","53.3","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","#N/A","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8"
"1959:Q4","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","112.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","#N/A","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7"
"1960:Q1","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","114.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","#N/A","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3"
"1960:Q2","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","#N/A","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","105.4","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2"
"1960:Q3","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","#N/A","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5"
"1960:Q4","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","96.4","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","#N/A","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.5","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4"
"1961:Q1","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","#N/A","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9"
"1961:Q2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","#N/A","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5"
"1961:Q3","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","#N/A","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4"
"1961:Q4","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","#N/A","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","105.2","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4"
"1962:Q1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","#N/A","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2"
