"DATE","PINTI65Q4","PINTI66Q1","PINTI66Q2","PINTI66Q3","PINTI66Q4","PINTI67Q1","PINTI67Q2","PINTI67Q3","PINTI67Q4","PINTI68Q1","PINTI68Q2","PINTI68Q3","PINTI68Q4","PINTI69Q1","PINTI69Q2","PINTI69Q3","PINTI69Q4","PINTI70Q1","PINTI70Q2","PINTI70Q3","PINTI70Q4","PINTI71Q1","PINTI71Q2","PINTI71Q3","PINTI71Q4","PINTI72Q1","PINTI72Q2","PINTI72Q3","PINTI72Q4","PINTI73Q1","PINTI73Q2","PINTI73Q3","PINTI73Q4","PINTI74Q1","PINTI74Q2","PINTI74Q3","PINTI74Q4","PINTI75Q1","PINTI75Q2","PINTI75Q3","PINTI75Q4","PINTI76Q1","PINTI76Q2","PINTI76Q3","PINTI76Q4","PINTI77Q1","PINTI77Q2","PINTI77Q3","PINTI77Q4","PINTI78Q1","PINTI78Q2","PINTI78Q3","PINTI78Q4","PINTI79Q1","PINTI79Q2","PINTI79Q3","PINTI79Q4","PINTI80Q1","PINTI80Q2","PINTI80Q3","PINTI80Q4","PINTI81Q1","PINTI81Q2","PINTI81Q3","PINTI81Q4","PINTI82Q1","PINTI82Q2","PINTI82Q3","PINTI82Q4","PINTI83Q1","PINTI83Q2","PINTI83Q3","PINTI83Q4","PINTI84Q1","PINTI84Q2","PINTI84Q3","PINTI84Q4","PINTI85Q1","PINTI85Q2","PINTI85Q3","PINTI85Q4","PINTI86Q1","PINTI86Q2","PINTI86Q3","PINTI86Q4","PINTI87Q1","PINTI87Q2","PINTI87Q3","PINTI87Q4","PINTI88Q1","PINTI88Q2","PINTI88Q3","PINTI88Q4","PINTI89Q1","PINTI89Q2","PINTI89Q3","PINTI89Q4","PINTI90Q1","PINTI90Q2","PINTI90Q3","PINTI90Q4","PINTI91Q1","PINTI91Q2","PINTI91Q3","PINTI91Q4","PINTI92Q1","PINTI92Q2","PINTI92Q3","PINTI92Q4","PINTI93Q1","PINTI93Q2","PINTI93Q3","PINTI93Q4","PINTI94Q1","PINTI94Q2","PINTI94Q3","PINTI94Q4","PINTI95Q1","PINTI95Q2","PINTI95Q3","PINTI95Q4","PINTI96Q1","PINTI96Q2","PINTI96Q3","PINTI96Q4","PINTI97Q1","PINTI97Q2","PINTI97Q3","PINTI97Q4","PINTI98Q1","PINTI98Q2","PINTI98Q3","PINTI98Q4","PINTI99Q1","PINTI99Q2","PINTI99Q3","PINTI99Q4","PINTI00Q1","PINTI00Q2","PINTI00Q3","PINTI00Q4","PINTI01Q1","PINTI01Q2","PINTI01Q3","PINTI01Q4","PINTI02Q1","PINTI02Q2","PINTI02Q3","PINTI02Q4","PINTI03Q1","PINTI03Q2","PINTI03Q3","PINTI03Q4","PINTI04Q1","PINTI04Q2","PINTI04Q3","PINTI04Q4","PINTI05Q1","PINTI05Q2","PINTI05Q3","PINTI05Q4","PINTI06Q1","PINTI06Q2","PINTI06Q3","PINTI06Q4","PINTI07Q1","PINTI07Q2","PINTI07Q3","PINTI07Q4","PINTI08Q1","PINTI08Q2","PINTI08Q3","PINT08Q4","PINTI09Q1","PINTI09Q2","PINTI09Q3","PINTI09Q4","PINTI10Q1","PINTI10Q2","PINTI10Q3","PINTI10Q4","PINTI11Q1","PINTI11Q2","PINTI11Q3","PINTI11Q4","PINTI12Q1","PINTI12Q2","PINTI12Q3","PINTI12Q4","PINTI13Q1","PINTI13Q2","PINTI13Q3","PINTI13Q4","PINTI14Q1","PINTI14Q2","PINTI14Q3","PINTI14Q4","PINTI15Q1","PINTI15Q2"
"1995:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","734.2","739.3","713.9","713.9","716.6","716.6","716.6","716.6","719.4","719.4","719.4","719.4","701.5","701.5","701.5","701.5","701.5","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","791.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","761.9","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","750.3","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6"
"1995:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","748.3","719.3","717.5","719.9","719.9","719.9","719.9","717.9","717.9","717.9","717.9","702.6","702.6","702.6","702.6","702.6","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","794.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","763.7","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","751.6","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7"
"1995:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","725.2","727.2","727.2","727.2","727.2","724.2","724.2","724.2","724.2","713.2","713.2","713.2","713.2","713.2","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","798.7","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","768.2","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","756.9","863.3","863.3","863.3","863.3","863.3","863.3","863.3","863.3"
"1996:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","730.8","726.1","726.1","726.1","726.1","722.3","722.3","722.3","722.3","713.5","713.5","713.5","713.5","713.5","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","797.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","771.2","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","762.0","859.9","859.9","859.9","859.9","859.9","859.9","859.9","859.9"
"1996:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","733.1","733.1","733.1","733.1","727.8","727.8","727.8","727.8","715.9","715.9","715.9","715.9","715.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","784.0","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","775.9","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1"
"1996:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","742.4","742.9","742.9","742.7","742.7","742.7","742.7","721.5","721.5","721.5","721.5","721.5","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","814.6","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","799.1","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","791.0","878.4","878.4","878.4","878.4","878.4","878.4","878.4","878.4"
"1996:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","749.9","750.5","749.8","749.8","749.8","749.8","726.8","726.8","726.8","726.8","726.8","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","824.6","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","808.6","891.8","891.8","891.8","891.8","891.8","891.8","891.8","891.8"
"1997:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","758.3","757.2","757.2","757.2","757.2","740.1","740.1","740.1","740.1","740.1","835.7","835.7","835.7","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","834.8","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","827.5","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","816.1","901.0","901.0","901.0","901.0","901.0","901.0","901.0","901.0"
"1997:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","766.8","766.1","766.1","766.1","745.7","745.7","745.7","745.7","745.7","850.6","850.6","850.6","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","854.1","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","839.6","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","826.7","913.8","913.8","913.8","913.8","913.8","913.8","913.8","913.8"
"1997:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","775.6","772.6","772.6","750.5","750.5","750.5","750.5","750.5","859.7","859.7","859.7","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","871.9","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","854.2","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","840.5","925.5","925.5","925.5","925.5","925.5","925.5","925.5","925.5"
"1997:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","779.1","778.4","753.0","753.0","753.0","753.0","753.0","873.6","873.6","873.6","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","873.5","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","941.8","941.8","941.8","941.8","941.8","941.8","941.8","941.8"
"1998:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","783.3","757.0","757.0","757.0","757.0","757.0","880.1","880.1","880.1","917.7","917.7","917.7","917.7","933.5","933.5","933.5","933.5","933.5","933.5","933.5","933.5","933.5","933.5","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","895.5","968.9","968.9","968.9","968.9","968.9","968.9","968.9","968.9"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","762.4","763.0","763.0","763.0","763.0","895.3","895.3","895.3","940.6","940.6","940.6","940.6","967.5","967.5","967.5","967.5","967.5","967.5","967.5","967.5","967.5","967.5","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","937.0","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","992.4","992.4","992.4","992.4","992.4","992.4","992.4","992.4"
