"DATE","NCPROFAT10M1","NCPROFAT10M2","NCPROFAT10M3","NCPROFAT10M4","NCPROFAT10M5","NCPROFAT10M6","NCPROFAT10M7","NCPROFAT10M8","NCPROFAT10M9","NCPROFAT10M10","NCPROFAT10M11","NCPROFAT10M12","NCPROFAT11M1","NCPROFAT11M2","NCPROFAT11M3","NCPROFAT11M4","NCPROFAT11M5","NCPROFAT11M6","NCPROFAT11M7","NCPROFAT11M8","NCPROFAT11M9","NCPROFAT11M10","NCPROFAT11M11","NCPROFAT11M12","NCPROFAT12M1","NCPROFAT12M2","NCPROFAT12M3","NCPROFAT12M4","NCPROFAT12M5","NCPROFAT12M6","NCPROFAT12M7","NCPROFAT12M8","NCPROFAT12M9","NCPROFAT12M10","NCPROFAT12M11","NCPROFAT12M12","NCPROFAT13M1","NCPROFAT13M2","NCPROFAT13M3","NCPROFAT13M4","NCPROFAT13M5","NCPROFAT13M6","NCPROFAT13M7","NCPROFAT13M8","NCPROFAT13M9","NCPROFAT13M10","NCPROFAT13M11","NCPROFAT13M12","NCPROFAT14M1","NCPROFAT14M2","NCPROFAT14M3","NCPROFAT14M4","NCPROFAT14M5","NCPROFAT14M6","NCPROFAT14M7","NCPROFAT14M8","NCPROFAT14M9","NCPROFAT14M10","NCPROFAT14M11","NCPROFAT14M12","NCPROFAT15M1","NCPROFAT15M2","NCPROFAT15M3","NCPROFAT15M4","NCPROFAT15M5"
"1983:Q4","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0"
"1984:Q1","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7"
"1984:Q2","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","176.3","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2"
"1984:Q3","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0","196.0"
"1984:Q4","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","165.8","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0"
"1985:Q1","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","153.5","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6","186.6"
"1985:Q2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7"
"1985:Q3","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4"
"1985:Q4","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3"
"1986:Q1","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1","158.1"
"1986:Q2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0"
"1986:Q3","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2","154.2"
"1986:Q4","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7"
"1987:Q1","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7"
"1987:Q2","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","188.4","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7"
"1987:Q3","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","205.9","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1","212.1"
"1987:Q4","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","217.8","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9"
"1988:Q1","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9"
"1988:Q2","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6"
"1988:Q3","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1"
"1988:Q4","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","260.2","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3"
"1989:Q1","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9","253.9"
"1989:Q2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.2","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6"
"1989:Q3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","237.3","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4"
"1989:Q4","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","240.1","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4","236.4"
"1990:Q1","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3","246.3"
"1990:Q2","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1"
"1990:Q3","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5"
"1990:Q4","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","269.9","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6"
"1991:Q1","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","279.3","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8","281.8"
"1991:Q2","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","282.9","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7"
"1991:Q3","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","288.7","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3"
"1991:Q4","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","296.3","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1","298.1"
"1992:Q1","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","316.2","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8"
"1992:Q2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","334.2","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4"
"1992:Q3","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0","307.0"
"1992:Q4","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3","314.3"
"1993:Q1","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","329.3","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5"
"1993:Q2","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3","327.3"
"1993:Q3","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2"
"1993:Q4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6"
"1994:Q1","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","387.9","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4"
"1994:Q2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8"
"1994:Q3","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","414.0","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8","418.8"
"1994:Q4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","425.4","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2"
"1995:Q1","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8","444.8"
"1995:Q2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","466.2","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4","467.4"
"1995:Q3","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","474.9","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1","475.1"
"1995:Q4","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.7","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3","482.3"
