"DATE","P10M1","P10M2","P10M3","P10M4","P10M5","P10M6","P10M7","P10M8","P10M9","P10M10","P10M11","P10M12","P11M1","P11M2","P11M3","P11M4","P11M5","P11M6","P11M7","P11M8","P11M9","P11M10","P11M11","P11M12","P12M1","P12M2","P12M3","P12M4","P12M5","P12M6","P12M7","P12M8","P12M9","P12M10","P12M11","P12M12","P13M1","P13M2","P13M3","P13M4","P13M5","P13M6","P13M7","P13M8","P13M9","P13M10","P13M11","P13M12","P14M1","P14M2","P14M3","P14M4","P14M5","P14M6","P14M7","P14M8","P14M9","P14M10","P14M11","P14M12","P15M1","P15M2","P15M3","P15M4","P15M5"
"1947:Q1","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","13.411","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607","12.607"
"1947:Q2","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.595","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","13.607","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779","12.779"
"1947:Q3","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.823","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","13.835","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979","12.979"
"1947:Q4","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.106","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","14.118","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246","13.246"
"1948:Q1","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.264","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","14.276","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395","13.395"
"1948:Q2","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.422","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","14.434","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552","13.552"
"1948:Q3","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.679","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","14.692","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788","13.788"
"1948:Q4","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.676","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","14.688","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.783","13.782","13.782","13.782","13.782","13.782","13.782","13.782","13.782","13.782","13.782"
"1949:Q1","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.634","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","14.647","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738","13.738"
"1949:Q2","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.541","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","14.553","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652","13.652"
"1949:Q3","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.419","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","14.431","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547","13.547"
"1949:Q4","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.416","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","14.428","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551","13.551"
"1950:Q1","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.362","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","14.374","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506","13.506"
"1950:Q2","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.421","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","14.433","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564","13.564"
"1950:Q3","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.714","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","14.727","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847","13.847"
"1950:Q4","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.964","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.977","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067","14.067"
"1951:Q1","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.48","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","15.493","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539","14.539"
"1951:Q2","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.568","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","15.582","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623","14.623"
"1951:Q3","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.619","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","15.632","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671","14.671"
"1951:Q4","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.821","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","15.834","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865","14.865"
"1952:Q1","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.838","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","15.851","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883","14.883"
"1952:Q2","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.905","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","15.919","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941","14.941"
"1952:Q3","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","16.039","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053","15.053"
"1952:Q4","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.081","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","16.095","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107","15.107"
"1953:Q1","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.096","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","16.109","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.123","15.124","15.124","15.124","15.124","15.124","15.124","15.124","15.124","15.124","15.124"
"1953:Q2","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.133","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","16.147","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158","15.158"
"1953:Q3","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.187","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215","15.215"
"1953:Q4","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.241","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","16.255","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262","15.262"
"1954:Q1","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.309","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","16.323","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326","15.326"
"1954:Q2","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.334","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","16.348","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355","15.355"
"1954:Q3","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.324","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","16.338","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341","15.341"
"1954:Q4","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.343","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","16.357","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363","15.363"
"1955:Q1","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.407","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","16.421","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422","15.422"
"1955:Q2","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.497","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","16.511","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509","15.509"
"1955:Q3","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.617","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","16.631","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616","15.616"
"1955:Q4","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.727","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","16.741","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719","15.719"
"1956:Q1","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.891","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","16.906","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875","15.875"
"1956:Q2","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.05","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","17.065","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025","16.025"
"1956:Q3","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.244","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","17.258","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201","16.201"
"1956:Q4","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.348","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","17.362","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303","16.303"
"1957:Q1","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","17.565","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487","16.487"
"1957:Q2","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.671","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","17.686","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604","16.604"
"1957:Q3","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.809","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","17.824","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733","16.733"
"1957:Q4","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.904","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","17.92","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.829","16.83","16.83","16.83","16.83","16.83","16.83","16.83","16.83","16.83","16.83"
"1958:Q1","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.056","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","18.071","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97","16.97"
"1958:Q2","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.134","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042","17.042"
"1958:Q3","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.179","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","18.194","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083","17.083"
"1958:Q4","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.199","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","18.214","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104","17.104"
"1959:Q1","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.267","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","18.283","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189","17.189"
"1959:Q2","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.309","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","18.325","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.236","17.237","17.237","17.237","17.237","17.237","17.237","17.237","17.237","17.237","17.237"
