"DATE","NCPROFATW90M1","NCPROFATW90M2","NCPROFATW90M3","NCPROFATW90M4","NCPROFATW90M5","NCPROFATW90M6","NCPROFATW90M7","NCPROFATW90M8","NCPROFATW90M9","NCPROFATW90M10","NCPROFATW90M11","NCPROFATW90M12","NCPROFATW91M1","NCPROFATW91M2","NCPROFATW91M3","NCPROFATW91M4","NCPROFATW91M5","NCPROFATW91M6","NCPROFATW91M7","NCPROFATW91M8","NCPROFATW91M9","NCPROFATW91M10","NCPROFATW91M11","NCPROFATW91M12","NCPROFATW92M1","NCPROFATW92M2","NCPROFATW92M3","NCPROFATW92M4","NCPROFATW92M5","NCPROFATW92M6","NCPROFATW92M7","NCPROFATW92M8","NCPROFATW92M9","NCPROFATW92M10","NCPROFATW92M11","NCPROFATW92M12","NCPROFATW93M1","NCPROFATW93M2","NCPROFATW93M3","NCPROFATW93M4","NCPROFATW93M5","NCPROFATW93M6","NCPROFATW93M7","NCPROFATW93M8","NCPROFATW93M9","NCPROFATW93M10","NCPROFATW93M11","NCPROFATW93M12","NCPROFATW94M1","NCPROFATW94M2","NCPROFATW94M3","NCPROFATW94M4","NCPROFATW94M5","NCPROFATW94M6","NCPROFATW94M7","NCPROFATW94M8","NCPROFATW94M9","NCPROFATW94M10","NCPROFATW94M11","NCPROFATW94M12","NCPROFATW95M1","NCPROFATW95M2","NCPROFATW95M3","NCPROFATW95M4","NCPROFATW95M5","NCPROFATW95M6","NCPROFATW95M7","NCPROFATW95M8","NCPROFATW95M9","NCPROFATW95M10","NCPROFATW95M11","NCPROFATW95M12","NCPROFATW96M1","NCPROFATW96M2","NCPROFATW96M3","NCPROFATW96M4","NCPROFATW96M5","NCPROFATW96M6","NCPROFATW96M7","NCPROFATW96M8","NCPROFATW96M9","NCPROFATW96M10","NCPROFATW96M11","NCPROFATW96M12","NCPROFATW97M1","NCPROFATW97M2","NCPROFATW97M3","NCPROFATW97M4","NCPROFATW97M5","NCPROFATW97M6","NCPROFATW97M7","NCPROFATW97M8","NCPROFATW97M9","NCPROFATW97M10","NCPROFATW97M11","NCPROFATW97M12","NCPROFATW98M1","NCPROFATW98M2","NCPROFATW98M3","NCPROFATW98M4","NCPROFATW98M5","NCPROFATW98M6","NCPROFATW98M7","NCPROFATW98M8","NCPROFATW98M9","NCPROFATW98M10","NCPROFATW98M11","NCPROFATW98M12","NCPROFATW99M1","NCPROFATW99M2","NCPROFATW99M3","NCPROFATW99M4","NCPROFATW99M5","NCPROFATW99M6","NCPROFATW99M7","NCPROFATW99M8","NCPROFATW99M9","NCPROFATW99M10","NCPROFATW99M11","NCPROFATW99M12"
"1981:Q4","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","140.1","140.1"
"1982:Q1","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","128.9","128.9"
"1982:Q2","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","140.2","140.2"
"1982:Q3","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","140.5","140.5"
"1982:Q4","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","104.4","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","138.8","138.8"
"1983:Q1","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","158.2","158.2"
"1983:Q2","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","173.6","173.6"
"1983:Q3","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","181.2","181.2"
"1983:Q4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","190.1","190.1"
"1984:Q1","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","203.9","203.9"
"1984:Q2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","178.0","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","214.5","214.5"
"1984:Q3","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","182.2","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","217.0","217.0"
"1984:Q4","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","223.1","223.1"
"1985:Q1","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","184.1","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","205.7","218.6","218.6"
"1985:Q2","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","206.9","224.4","224.4"
"1985:Q3","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","234.8","234.8"
"1985:Q4","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","191.5","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","197.9","221.2","221.2"
"1986:Q1","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","189.4","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","187.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","208.6","208.6"
"1986:Q2","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","198.1","198.1"
"1986:Q3","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","158.6","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","187.7","187.7"
"1986:Q4","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","177.5","177.5"
"1987:Q1","164.9","164.9","164.9","164.9","164.9","164.9","164.9","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","167.5","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","196.4","196.4"
"1987:Q2","169.8","169.8","169.8","169.8","169.8","169.8","169.8","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","202.9","215.0","215.0"
"1987:Q3","180.3","180.3","180.3","180.3","180.3","180.3","180.3","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","202.1","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","193.6","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","228.2","228.2"
"1987:Q4","180.9","180.9","180.9","180.9","180.9","180.9","180.9","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","191.0","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","208.1","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","196.7","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","218.6","233.0","233.0"
