"DATE","CUM10M1","CUM10M2","CUM10M3","CUM10M4","CUM10M5","CUM10M6","CUM10M7","CUM10M8","CUM10M9","CUM10M10","CUM10M11","CUM10M12","CUM11M1","CUM11M2","CUM11M3","CUM11M4","CUM11M5","CUM11M6","CUM11M7","CUM11M8","CUM11M9","CUM11M10","CUM11M11","CUM11M12","CUM12M1","CUM12M2","CUM12M3","CUM12M4","CUM12M5","CUM12M6","CUM12M7","CUM12M8","CUM12M9","CUM12M10","CUM12M11","CUM12M12","CUM13M1","CUM13M2","CUM13M3","CUM13M4","CUM13M5","CUM13M6","CUM13M7","CUM13M8","CUM13M9","CUM13M10","CUM13M11","CUM13M12","CUM14M1","CUM14M2","CUM14M3","CUM14M4","CUM14M5","CUM14M6","CUM14M7","CUM14M8","CUM14M9","CUM14M10","CUM14M11","CUM14M12","CUM15M1","CUM15M2","CUM15M3","CUM15M4","CUM15M5"
"2007:04","79.2","79.2","79.2","79.2","79.2","79.2","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2"
"2007:05","79.1","79.1","79.1","79.1","79.1","79.1","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9"
"2007:06","79.1","79.1","79.1","79.1","79.1","79.1","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0"
"2007:07","79.4","79.4","79.4","79.4","79.4","79.4","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9"
"2007:08","78.9","78.9","78.9","78.9","78.9","78.9","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5"
"2007:09","79.1","79.1","79.1","79.1","79.1","79.1","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7"
"2007:10","78.6","78.6","78.6","78.6","78.6","78.6","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3"
"2007:11","78.7","78.7","78.7","78.7","78.7","78.7","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6"
"2007:12","78.8","78.8","78.8","78.8","78.8","78.8","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","79.2","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.4","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6"
"2008:01","78.5","78.5","78.5","78.5","78.5","78.5","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3"
"2008:02","78.0","78.0","78.0","78.0","78.0","78.0","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","78.5","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8"
"2008:03","77.8","77.8","77.8","77.8","77.8","77.8","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.0","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6"
"2008:04","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.6","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8"
"2008:05","76.7","76.7","76.7","76.7","76.7","76.7","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5","76.5"
"2008:06","76.3","76.3","76.3","76.3","76.3","76.3","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","75.8","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2","76.2"
"2008:07","76.1","76.1","76.1","76.1","76.1","76.1","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.3","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4","75.4"
"2008:08","75.3","75.3","75.3","75.3","75.3","75.3","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6"
"2008:09","72.5","72.5","72.5","72.5","72.5","72.5","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1"
"2008:10","72.7","72.7","72.7","72.7","72.7","72.7","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8"
"2008:11","71.1","71.1","71.1","71.1","71.1","71.1","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2"
"2008:12","69.0","69.0","69.0","69.0","69.0","69.0","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9"
"2009:01","67.1","67.1","67.1","67.1","67.1","67.1","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1"
"2009:02","67.1","67.1","67.1","67.1","67.1","67.1","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0","66.0"
"2009:03","66.0","66.0","66.0","66.0","66.0","66.0","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0"
"2009:04","65.8","65.8","65.8","65.8","65.8","65.8","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6"
"2009:05","65.3","65.3","65.3","65.3","65.3","65.3","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0"
"2009:06","65.1","65.1","65.1","65.1","65.1","65.1","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9"
"2009:07","66.2","66.2","66.2","66.2","66.2","66.2","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9"
"2009:08","67.2","67.1","67.1","67.1","67.1","67.1","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7"
"2009:09","67.8","67.6","67.6","67.6","67.6","67.6","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3"
"2009:10","67.8","67.6","67.6","67.6","67.6","67.6","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5"
"2009:11","68.5","68.4","68.4","68.4","68.4","68.4","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3"
"2009:12","68.6","68.4","68.4","68.4","68.4","68.4","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4"
"2010:01","#N/A","69.2","69.1","69.1","69.2","69.1","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","69.0","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2"
"2010:02","#N/A","#N/A","69.0","69.4","69.2","69.2","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3"
"2010:03","#N/A","#N/A","#N/A","70.0","70.0","70.1","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3"
"2010:04","#N/A","#N/A","#N/A","#N/A","70.8","70.8","70.9","71.0","71.1","71.1","71.1","71.1","71.1","71.1","71.1","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0"
"2010:05","#N/A","#N/A","#N/A","#N/A","#N/A","71.5","71.7","71.7","71.8","71.9","72.0","72.0","72.0","72.0","72.0","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2"
"2010:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","71.4","71.4","71.6","71.7","71.7","71.8","71.8","71.8","71.8","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.7","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3"
"2010:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.2","72.1","72.2","72.2","72.3","72.3","72.3","72.3","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0"
"2010:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.2","72.3","72.2","72.3","72.4","72.3","72.3","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2"
"2010:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.2","72.3","72.4","72.5","72.4","72.4","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4","72.4"
"2010:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.7","72.6","72.8","72.7","72.6","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5"
"2010:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","72.8","72.9","72.9","72.7","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7"
"2010:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","73.2","73.5","73.5","73.9","73.9","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0"
"2011:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","73.7","74.1","74.5","74.3","74.2","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2"
"2011:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","74.3","74.9","74.4","74.3","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3"
"2011:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","75.3","74.8","74.7","74.8","74.8","74.8","74.8","74.8","74.8","74.8","74.8","74.8","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8"
"2011:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","74.4","74.2","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","74.3","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3"
"2011:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","74.5","74.4","74.6","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","74.4","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4"
