"DATE","RCON10M1","RCON10M2","RCON10M3","RCON10M4","RCON10M5","RCON10M6","RCON10M7","RCON10M8","RCON10M9","RCON10M10","RCON10M11","RCON10M12","RCON11M1","RCON11M2","RCON11M3","RCON11M4","RCON11M5","RCON11M6","RCON11M7","RCON11M8","RCON11M9","RCON11M10","RCON11M11","RCON11M12","RCON12M1","RCON12M2","RCON12M3","RCON12M4","RCON12M5","RCON12M6","RCON12M7","RCON12M8","RCON12M9","RCON12M10","RCON12M11","RCON12M12","RCON13M1","RCON13M2","RCON13M3","RCON13M4","RCON13M5","RCON13M6","RCON13M7","RCON13M8","RCON13M9","RCON13M10","RCON13M11","RCON13M12","RCON14M1","RCON14M2","RCON14M3","RCON14M4","RCON14M5","RCON14M6","RCON14M7","RCON14M8","RCON14M9","RCON14M10","RCON14M11","RCON14M12","RCON15M1","RCON15M2","RCON15M3","RCON15M4","RCON15M5"
"1967:Q1","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2405.3","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2404.2","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2549.0","2548.9","2548.9","2548.9","2548.9","2548.9","2548.9","2548.9","2548.9","2548.9","2548.9"
"1967:Q2","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2438.1","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2437.0","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.8","2583.7","2583.7","2583.7","2583.7","2583.7","2583.7","2583.7","2583.7","2583.7","2583.7"
"1967:Q3","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2450.6","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2449.5","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9","2596.9"
"1967:Q4","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2465.7","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2464.6","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7","2612.7"
"1968:Q1","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2524.6","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2523.4","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8","2674.8"
"1968:Q2","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2563.3","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2562.1","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.7","2715.6","2715.6","2715.6","2715.6","2715.6","2715.6","2715.6","2715.6","2715.6","2715.6"
"1968:Q3","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2611.5","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2610.3","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6","2766.6"
"1968:Q4","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2623.5","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2622.3","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.2","2779.1","2779.1","2779.1","2779.1","2779.1","2779.1","2779.1","2779.1","2779.1","2779.1"
"1969:Q1","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2652.9","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2651.7","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.3","2810.2","2810.2","2810.2","2810.2","2810.2","2810.2","2810.2","2810.2","2810.2","2810.2"
"1969:Q2","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2669.8","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2668.6","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2","2828.2"
"1969:Q3","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2682.7","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2681.5","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2842.0","2841.9","2841.9","2841.9","2841.9","2841.9","2841.9","2841.9","2841.9","2841.9","2841.9"
"1969:Q4","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2704.1","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2702.9","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.7","2864.6","2864.6","2864.6","2864.6","2864.6","2864.6","2864.6","2864.6","2864.6","2864.6"
"1970:Q1","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2720.7","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2719.5","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.4","2882.3","2882.3","2882.3","2882.3","2882.3","2882.3","2882.3","2882.3","2882.3","2882.3"
"1970:Q2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2733.2","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2731.9","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.7","2895.6","2895.6","2895.6","2895.6","2895.6","2895.6","2895.6","2895.6","2895.6","2895.6"
"1970:Q3","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2757.1","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2755.9","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1","2921.1"
"1970:Q4","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2749.6","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2748.4","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.2","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1"
"1971:Q1","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2802.2","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2800.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9","2968.9"
"1971:Q2","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2827.9","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2826.6","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.2","2996.1","2996.1","2996.1","2996.1","2996.1","2996.1","2996.1","2996.1","2996.1","2996.1"
"1971:Q3","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2850.4","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","2849.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.1","3020.0","3020.0","3020.0","3020.0","3020.0","3020.0","3020.0","3020.0","3020.0","3020.0"
"1971:Q4","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2897.8","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","2896.5","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.3","3070.2","3070.2","3070.2","3070.2","3070.2","3070.2","3070.2","3070.2","3070.2","3070.2"
"1972:Q1","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2936.5","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","2935.2","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8","3110.8"
"1972:Q2","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2992.6","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","2991.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2","3170.2"
"1972:Q3","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3038.8","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3037.4","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1","3219.1"
"1972:Q4","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3110.1","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3108.6","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.7","3294.6","3294.6","3294.6","3294.6","3294.6","3294.6","3294.6","3294.6","3294.6","3294.6"
"1973:Q1","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3167.0","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3165.5","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8","3354.8"
"1973:Q2","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3165.4","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3163.9","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4","3353.4"
"1973:Q3","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3176.7","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3175.3","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.4","3365.3","3365.3","3365.3","3365.3","3365.3","3365.3","3365.3","3365.3","3365.3","3365.3"
"1973:Q4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3167.4","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3166.0","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5","3355.5"
"1974:Q1","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3139.7","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3138.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.3","3326.2","3326.2","3326.2","3326.2","3326.2","3326.2","3326.2","3326.2","3326.2","3326.2"
"1974:Q2","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3150.6","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3149.2","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9","3337.9"
"1974:Q3","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3163.6","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3162.2","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.7","3351.6","3351.6","3351.6","3351.6","3351.6","3351.6","3351.6","3351.6","3351.6","3351.6"
"1974:Q4","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3117.3","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3115.8","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5","3302.5"
"1975:Q1","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3143.4","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3142.0","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.2","3330.1","3330.1","3330.1","3330.1","3330.1","3330.1","3330.1","3330.1","3330.1","3330.1"
"1975:Q2","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3195.8","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3194.4","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.8","3385.7","3385.7","3385.7","3385.7","3385.7","3385.7","3385.7","3385.7","3385.7","3385.7"
"1975:Q3","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3241.4","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3239.9","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1","3434.1"
"1975:Q4","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3275.7","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3274.2","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5","3470.5"
"1976:Q1","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3341.2","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3339.6","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9","3539.9"
"1976:Q2","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3371.8","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3370.3","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.5","3572.4","3572.4","3572.4","3572.4","3572.4","3572.4","3572.4","3572.4","3572.4","3572.4"
"1976:Q3","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3407.5","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3405.9","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.4","3610.3","3610.3","3610.3","3610.3","3610.3","3610.3","3610.3","3610.3","3610.3","3610.3"
"1976:Q4","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3451.8","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3450.3","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5","3657.5"
