"DATE","RCONND65Q4","RCONND66Q1","RCONND66Q2","RCONND66Q3","RCONND66Q4","RCONND67Q1","RCONND67Q2","RCONND67Q3","RCONND67Q4","RCONND68Q1","RCONND68Q2","RCONND68Q3","RCONND68Q4","RCONND69Q1","RCONND69Q2","RCONND69Q3","RCONND69Q4","RCONND70Q1","RCONND70Q2","RCONND70Q3","RCONND70Q4","RCONND71Q1","RCONND71Q2","RCONND71Q3","RCONND71Q4","RCONND72Q1","RCONND72Q2","RCONND72Q3","RCONND72Q4","RCONND73Q1","RCONND73Q2","RCONND73Q3","RCONND73Q4","RCONND74Q1","RCONND74Q2","RCONND74Q3","RCONND74Q4","RCONND75Q1","RCONND75Q2","RCONND75Q3","RCONND75Q4","RCONND76Q1","RCONND76Q2","RCONND76Q3","RCONND76Q4","RCONND77Q1","RCONND77Q2","RCONND77Q3","RCONND77Q4","RCONND78Q1","RCONND78Q2","RCONND78Q3","RCONND78Q4","RCONND79Q1","RCONND79Q2","RCONND79Q3","RCONND79Q4","RCONND80Q1","RCONND80Q2","RCONND80Q3","RCONND80Q4","RCONND81Q1","RCONND81Q2","RCONND81Q3","RCONND81Q4","RCONND82Q1","RCONND82Q2","RCONND82Q3","RCONND82Q4","RCONND83Q1","RCONND83Q2","RCONND83Q3","RCONND83Q4","RCONND84Q1","RCONND84Q2","RCONND84Q3","RCONND84Q4","RCONND85Q1","RCONND85Q2","RCONND85Q3","RCONND85Q4","RCONND86Q1","RCONND86Q2","RCONND86Q3","RCONND86Q4","RCONND87Q1","RCONND87Q2","RCONND87Q3","RCONND87Q4","RCONND88Q1","RCONND88Q2","RCONND88Q3","RCONND88Q4","RCONND89Q1","RCONND89Q2","RCONND89Q3","RCONND89Q4","RCONND90Q1","RCONND90Q2","RCONND90Q3","RCONND90Q4","RCONND91Q1","RCONND91Q2","RCONND91Q3","RCONND91Q4","RCONND92Q1","RCONND92Q2","RCONND92Q3","RCONND92Q4","RCONND93Q1","RCONND93Q2","RCONND93Q3","RCONND93Q4","RCONND94Q1","RCONND94Q2","RCONND94Q3","RCONND94Q4","RCONND95Q1","RCONND95Q2","RCONND95Q3","RCONND95Q4","RCONND96Q1","RCONND96Q2","RCONND96Q3","RCONND96Q4","RCONND97Q1","RCONND97Q2","RCONND97Q3","RCONND97Q4","RCONND98Q1","RCONND98Q2","RCONND98Q3","RCONND98Q4","RCONND99Q1","RCONND99Q2","RCONND99Q3","RCONND99Q4","RCONND00Q1","RCONND00Q2","RCONND00Q3","RCONND00Q4","RCONND01Q1","RCONND01Q2","RCONND01Q3","RCONND01Q4","RCONND02Q1","RCONND02Q2","RCONND02Q3","RCONND02Q4","RCONND03Q1","RCONND03Q2","RCONND03Q3","RCONND03Q4","RCONND04Q1","RCONND04Q2","RCONND04Q3","RCONND04Q4","RCONND05Q1","RCONND05Q2","RCONND05Q3","RCONND05Q4","RCONND06Q1","RCONND06Q2","RCONND06Q3","RCONND06Q4","RCONND07Q1","RCONND07Q2","RCONND07Q3","RCONND07Q4","RCONND08Q1","RCONND08Q2","RCONND08Q3","RCONND08Q4","RCONND09Q1","RCONND09Q2","RCONND09Q3","RCONND09Q4","RCONND10Q1","RCONND10Q2","RCONND10Q3","RCONND10Q4","RCONND11Q1","RCONND11Q2","RCONND11Q3","RCONND11Q4","RCONND12Q1","RCONND12Q2","RCONND12Q3","RCONND12Q4","RCONND13Q1","RCONND13Q2","RCONND13Q3","RCONND13Q4","RCONND14Q1","RCONND14Q2","RCONND14Q3","RCONND14Q4","RCONND15Q1","RCONND15Q2"
"1949:Q3","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","340.5","#N/A","#N/A","#N/A","#N/A","387.2","387.2","387.2","387.2","387.2","387.2","387.2","387.2","387.2","387.2","387.2","387.2","#N/A","#N/A","#N/A","#N/A","#N/A","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","#N/A","#N/A","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","485.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0"
"1949:Q4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","111.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","158.4","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","#N/A","#N/A","#N/A","#N/A","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","#N/A","#N/A","#N/A","#N/A","#N/A","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","#N/A","#N/A","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","455.5","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","492.4","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7"
"1950:Q1","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","348.6","#N/A","#N/A","#N/A","#N/A","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","396.1","#N/A","#N/A","#N/A","#N/A","#N/A","463.2","463.2","463.2","463.2","463.2","463.2","463.2","463.2","463.2","463.2","#N/A","#N/A","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.4","498.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9"
"1950:Q2","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","#N/A","#N/A","#N/A","#N/A","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","#N/A","#N/A","#N/A","#N/A","#N/A","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","#N/A","#N/A","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","503.7","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6"
"1950:Q3","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","358.6","#N/A","#N/A","#N/A","#N/A","406.7","406.7","406.7","406.7","406.7","406.7","406.7","406.7","406.7","406.7","406.7","406.7","#N/A","#N/A","#N/A","#N/A","#N/A","476.6","476.6","476.6","476.6","476.6","476.6","476.6","476.6","476.6","476.6","#N/A","#N/A","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","474.4","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1"
"1950:Q4","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","351.3","#N/A","#N/A","#N/A","#N/A","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","#N/A","#N/A","#N/A","#N/A","#N/A","466.5","466.5","466.5","466.5","466.5","466.5","466.5","466.5","466.5","466.5","#N/A","#N/A","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","501.9","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9"
"1951:Q1","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","#N/A","#N/A","#N/A","#N/A","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","#N/A","#N/A","#N/A","#N/A","#N/A","478.4","478.4","478.4","478.4","478.4","478.4","478.4","478.4","478.4","478.4","#N/A","#N/A","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9"
"1951:Q2","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","356.9","#N/A","#N/A","#N/A","#N/A","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","#N/A","#N/A","#N/A","#N/A","#N/A","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","#N/A","#N/A","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","470.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","508.8","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6"
"1951:Q3","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","#N/A","#N/A","#N/A","#N/A","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","#N/A","#N/A","#N/A","#N/A","#N/A","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","#N/A","#N/A","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","481.4","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0"
"1951:Q4","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","369.2","#N/A","#N/A","#N/A","#N/A","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","#N/A","#N/A","#N/A","#N/A","#N/A","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","#N/A","#N/A","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","526.0","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9"
"1952:Q1","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","366.7","#N/A","#N/A","#N/A","#N/A","417.4","417.4","417.4","417.4","417.4","417.4","417.4","417.4","417.4","417.4","417.4","417.4","#N/A","#N/A","#N/A","#N/A","#N/A","485.8","485.8","485.8","485.8","485.8","485.8","485.8","485.8","485.8","485.8","#N/A","#N/A","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","483.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","522.6","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7"
"1952:Q2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","374.7","#N/A","#N/A","#N/A","#N/A","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","426.7","#N/A","#N/A","#N/A","#N/A","#N/A","497.2","497.2","497.2","497.2","497.2","497.2","497.2","497.2","497.2","497.2","#N/A","#N/A","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","495.1","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4"
"1952:Q3","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","#N/A","#N/A","#N/A","#N/A","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","#N/A","#N/A","#N/A","#N/A","#N/A","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","505.2","#N/A","#N/A","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","503.1","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5"
"1952:Q4","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","123.6","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8","#N/A","#N/A","#N/A","#N/A","438.8","438.8","438.8","438.8","438.8","438.8","438.8","438.8","438.8","438.8","438.8","438.8","#N/A","#N/A","#N/A","#N/A","#N/A","511.9","511.9","511.9","511.9","511.9","511.9","511.9","511.9","511.9","511.9","#N/A","#N/A","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","509.7","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.7","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2"
