"DATE","RCONDM98M11","RCONDM98M12","RCONDM99M1","RCONDM99M2","RCONDM99M3","RCONDM99M4","RCONDM99M5","RCONDM99M6","RCONDM99M7","RCONDM99M8","RCONDM99M9","RCONDM99M10","RCONDM99M11","RCONDM99M12","RCONDM00M1","RCONDM00M2","RCONDM00M3","RCONDM00M4","RCONDM00M5","RCONDM00M6","RCONDM00M7","RCONDM00M8","RCONDM00M9","RCONDM00M10","RCONDM00M11","RCONDM00M12","RCONDM01M1","RCONDM01M2","RCONDM01M3","RCONDM01M4","RCONDM01M5","RCONDM01M6","RCONDM01M7","RCONDM01M8","RCONDM01M9","RCONDM01M10","RCONDM01M11","RCONDM01M12","RCONDM02M1","RCONDM02M2","RCONDM02M3","RCONDM02M4","RCONDM02M5","RCONDM02M6","RCONDM02M7","RCONDM02M8","RCONDM02M9","RCONDM02M10","RCONDM02M11","RCONDM02M12","RCONDM03M1","RCONDM03M2","RCONDM03M3","RCONDM03M4","RCONDM03M5","RCONDM03M6","RCONDM03M7","RCONDM03M8","RCONDM03M9","RCONDM03M10","RCONDM03M11","RCONDM03M12","RCONDM04M1","RCONDM04M2","RCONDM04M3","RCONDM04M4","RCONDM04M5","RCONDM04M6","RCONDM04M7","RCONDM04M8","RCONDM04M9","RCONDM04M10","RCONDM04M11","RCONDM04M12","RCONDM05M1","RCONDM05M2","RCONDM05M3","RCONDM05M4","RCONDM05M5","RCONDM05M6","RCONDM05M7","RCONDM05M8","RCONDM05M9","RCONDM05M10","RCONDM05M11","RCONDM05M12","RCONDM06M1","RCONDM06M2","RCONDM06M3","RCONDM06M4","RCONDM06M5","RCONDM06M6","RCONDM06M7","RCONDM06M8","RCONDM06M9","RCONDM06M10","RCONDM06M11","RCONDM06M12","RCONDM07M1","RCONDM07M2","RCONDM07M3","RCONDM07M4","RCONDM07M5","RCONDM07M6","RCONDM07M7","RCONDM07M8","RCONDM07M9","RCONDM07M10","RCONDM07M11","RCONDM07M12","RCONDM08M1","RCONDM08M2","RCONDM08M3","RCONDM08M4","RCONDM08M5","RCONDM08M6","RCONDM08M7","RCONDM08M8","RCONDM08M9","RCONDM08M10","RCONDM08M11","RCONDM08M12","RCONDM09M1","RCONDM09M2","RCONDM09M3","RCONDM09M4","RCONDM09M5","RCONDM09M6","RCONDM09M7","RCONDM09M8","RCONDM09M9","RCONDM09M10","RCONDM09M11","RCONDM09M12","RCONDM10M1","RCONDM10M2","RCONDM10M3","RCONDM10M4","RCONDM10M5","RCONDM10M6","RCONDM10M7","RCONDM10M8","RCONDM10M9","RCONDM10M10","RCONDM10M11","RCONDM10M12","RCONDM11M1","RCONDM11M2","RCONDM11M3","RCONDM11M4","RCONDM11M5","RCONDM11M6","RCONDM11M7","RCONDM11M8","RCONDM11M9","RCONDM11M10","RCONDM11M11","RCONDM11M12","RCONDM12M1","RCONDM12M2","RCONDM12M3","RCONDM12M4","RCONDM12M5","RCONDM12M6","RCONDM12M7","RCONDM12M8","RCONDM12M9","RCONDM12M10","RCONDM12M11","RCONDM12M12","RCONDM13M1","RCONDM13M2","RCONDM13M3","RCONDM13M4","RCONDM13M5","RCONDM13M6","RCONDM13M7","RCONDM13M8","RCONDM13M9","RCONDM13M10","RCONDM13M11","RCONDM13M12","RCONDM14M1","RCONDM14M2","RCONDM14M3","RCONDM14M4","RCONDM14M5","RCONDM14M6","RCONDM14M7","RCONDM14M8","RCONDM14M9","RCONDM14M10","RCONDM14M11","RCONDM14M12","RCONDM15M1","RCONDM15M2","RCONDM15M3","RCONDM15M4","RCONDM15M5"
"1968:11","189.481","189.481","189.481","189.481","189.481","189.481","189.481","189.481","189.481","189.481","189.481","189.481","#N/A","186.761","186.761","186.761","186.761","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","#N/A","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.798","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","161.639","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448","150.448"
"1968:12","190.791","190.791","190.791","190.791","190.791","190.791","190.791","190.791","190.791","190.791","190.791","190.791","#N/A","188.087","188.087","188.087","188.087","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","#N/A","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.928","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","162.762","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492","151.492"
"1969:01","195.324","195.324","195.324","195.324","195.324","195.324","195.324","195.324","195.324","195.324","195.324","195.324","#N/A","192.692","192.692","192.692","192.692","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","192.7","#N/A","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.791","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","166.604","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074","155.074"
"1969:02","195.852","195.852","195.852","195.852","195.852","195.852","195.852","195.852","195.852","195.852","195.852","195.852","#N/A","193.216","193.216","193.216","193.216","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","193.2","#N/A","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.321","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","167.132","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565","155.565"
"1969:03","191.264","191.264","191.264","191.264","191.264","191.264","191.264","191.264","191.264","191.264","191.264","191.264","#N/A","188.691","188.691","188.691","188.691","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","#N/A","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","173.4","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.526","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","163.335","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035","152.035"
"1969:04","193.717","193.717","193.717","193.717","193.717","193.717","193.717","193.717","193.717","193.717","193.717","193.717","#N/A","190.947","190.947","190.947","190.947","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","190.9","#N/A","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.544","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","165.357","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907","153.907"
"1969:05","193.829","193.829","193.829","193.829","193.829","193.829","193.829","193.829","193.829","193.829","193.829","193.829","#N/A","191.07","191.07","191.07","191.07","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","#N/A","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.585","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","165.391","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938","153.938"
"1969:06","193.443","193.443","193.443","193.443","193.443","193.443","193.443","193.443","193.443","193.443","193.443","193.443","#N/A","190.818","190.818","190.818","190.818","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","190.8","#N/A","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","175.3","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","165.194","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","164.998","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58","153.58"
"1969:07","188.963","188.963","188.963","188.963","188.963","188.963","188.963","188.963","188.963","188.963","188.963","188.963","#N/A","186.243","186.243","186.243","186.243","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","#N/A","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","171.2","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.565","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","161.37","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203","150.203"
"1969:08","193.194","193.194","193.194","193.194","193.194","193.194","193.194","193.194","193.194","193.194","193.194","193.194","#N/A","190.398","190.398","190.398","190.398","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4","#N/A","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","174.9","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.956","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","164.751","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344","153.344"
"1969:09","197.498","197.498","197.498","197.498","197.498","197.498","197.498","197.498","197.498","197.498","197.498","197.498","#N/A","194.627","194.627","194.627","194.627","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","194.6","#N/A","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.42","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","168.211","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558","156.558"
"1969:10","193.756","193.756","193.756","193.756","193.756","193.756","193.756","193.756","193.756","193.756","193.756","193.756","#N/A","191.089","191.089","191.089","191.089","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","191.1","#N/A","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","175.6","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.616","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","165.402","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948","153.948"
"1969:11","191.709","191.709","191.709","191.709","191.709","191.709","191.709","191.709","191.709","191.709","191.709","191.709","#N/A","189.042","189.042","189.042","189.042","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","#N/A","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.7","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.928","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","163.706","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372","152.372"
"1969:12","190.864","190.864","190.864","190.864","190.864","190.864","190.864","190.864","190.864","190.864","190.864","190.864","#N/A","188.259","188.259","188.259","188.259","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","188.3","#N/A","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.544","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","163.313","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014","152.014"
"1970:01","188.338","188.338","188.338","188.338","188.338","188.338","188.338","188.338","188.338","188.338","188.338","188.338","#N/A","185.676","185.676","185.676","185.676","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","#N/A","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.541","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","161.313","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141","150.141"
