"DATE","RG65Q4","RG66Q1","RG66Q2","RG66Q3","RG66Q4","RG67Q1","RG67Q2","RG67Q3","RG67Q4","RG68Q1","RG68Q2","RG68Q3","RG68Q4","RG69Q1","RG69Q2","RG69Q3","RG69Q4","RG70Q1","RG70Q2","RG70Q3","RG70Q4","RG71Q1","RG71Q2","RG71Q3","RG71Q4","RG72Q1","RG72Q2","RG72Q3","RG72Q4","RG73Q1","RG73Q2","RG73Q3","RG73Q4","RG74Q1","RG74Q2","RG74Q3","RG74Q4","RG75Q1","RG75Q2","RG75Q3","RG75Q4","RG76Q1","RG76Q2","RG76Q3","RG76Q4","RG77Q1","RG77Q2","RG77Q3","RG77Q4","RG78Q1","RG78Q2","RG78Q3","RG78Q4","RG79Q1","RG79Q2","RG79Q3","RG79Q4","RG80Q1","RG80Q2","RG80Q3","RG80Q4","RG81Q1","RG81Q2","RG81Q3","RG81Q4","RG82Q1","RG82Q2","RG82Q3","RG82Q4","RG83Q1","RG83Q2","RG83Q3","RG83Q4","RG84Q1","RG84Q2","RG84Q3","RG84Q4","RG85Q1","RG85Q2","RG85Q3","RG85Q4","RG86Q1","RG86Q2","RG86Q3","RG86Q4","RG87Q1","RG87Q2","RG87Q3","RG87Q4","RG88Q1","RG88Q2","RG88Q3","RG88Q4","RG89Q1","RG89Q2","RG89Q3","RG89Q4","RG90Q1","RG90Q2","RG90Q3","RG90Q4","RG91Q1","RG91Q2","RG91Q3","RG91Q4","RG92Q1","RG92Q2","RG92Q3","RG92Q4","RG93Q1","RG93Q2","RG93Q3","RG93Q4","RG94Q1","RG94Q2","RG94Q3","RG94Q4","RG95Q1","RG95Q2","RG95Q3","RG95Q4","RG96Q1","RG96Q2","RG96Q3","RG96Q4","RG97Q1","RG97Q2","RG97Q3","RG97Q4","RG98Q1","RG98Q2","RG98Q3","RG98Q4","RG99Q1","RG99Q2","RG99Q3","RG99Q4","RG00Q1","RG00Q2","RG00Q3","RG00Q4","RG01Q1","RG01Q2","RG01Q3","RG01Q4","RG02Q1","RG02Q2","RG02Q3","RG02Q4","RG03Q1","RG03Q2","RG03Q3","RG03Q4","RG04Q1","RG04Q2","RG04Q3","RG04Q4","RG05Q1","RG05Q2","RG05Q3","RG05Q4","RG06Q1","RG06Q2","RG06Q3","RG06Q4","RG07Q1","RG07Q2","RG07Q3","RG07Q4","RG08Q1","RG08Q2","RG08Q3","RG08Q4","RG09Q1","RG09Q2","RG09Q3","RG09Q4","RG10Q1","RG10Q2","RG10Q3","RG10Q4","RG11Q1","RG11Q2","RG11Q3","RG11Q4","RG12Q1","RG12Q2","RG12Q3","RG12Q4","RG13Q1","RG13Q2","RG13Q3","RG13Q4","RG14Q1","RG14Q2","RG14Q3","RG14Q4","RG15Q1","RG15Q2","RG15Q3","RG15Q4"
"1996:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1256.1","1254.7","1254.7","1254.7","1254.7","1243.2","1243.2","1243.2","1243.2","1254.5","1254.5","1254.5","1254.5","1254.5","1404.4","1404.4","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1404.8","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1544.9","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8"
"1996:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1276.3","1278.2","1278.2","1278.2","1265.1","1265.1","1265.1","1265.1","1276.2","1276.2","1276.2","1276.2","1276.2","1430.2","1430.2","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1430.4","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1570.3","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","1911.6","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8","2282.8"
"1996:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1273.7","1276.1","1276.1","1261.5","1261.5","1261.5","1261.5","1271.1","1271.1","1271.1","1271.1","1271.1","1422.1","1422.1","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1422.0","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1565.1","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","1909.7","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2","2285.2"
"1996:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1278.3","1273.4","1261.8","1261.8","1261.8","1261.8","1271.2","1271.2","1271.2","1271.2","1271.2","1431.0","1431.0","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1430.6","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","1925.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9","2301.9"
"1997:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1271.6","1260.5","1260.5","1260.5","1260.5","1277.7","1277.7","1277.7","1277.7","1277.7","1437.0","1437.0","1436.0","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1434.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1581.6","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","1929.4","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3","2301.3"
"1997:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1272.3","1270.1","1270.1","1270.1","1284.4","1284.4","1284.4","1284.4","1284.4","1457.1","1457.1","1455.8","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1457.0","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1598.1","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","1946.0","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3","2325.3"
"1997:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1273.3","1273.4","1273.4","1288.9","1288.9","1288.9","1288.9","1288.9","1463.3","1463.3","1461.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1464.8","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1598.5","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","1948.2","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0","2329.0"
"1997:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1278.5","1274.4","1289.2","1289.2","1289.2","1289.2","1289.2","1463.0","1463.0","1461.4","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1597.9","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","1951.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5","2332.5"
"1998:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1268.1","1283.0","1283.0","1283.0","1283.0","1283.0","1459.2","1459.2","1457.6","1461.6","1461.6","1461.6","1461.6","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","1939.7","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0","2319.0"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1294.8","1294.8","1294.8","1294.8","1294.8","1480.7","1480.7","1479.1","1487.6","1487.6","1487.6","1487.6","1482.6","1482.6","1482.6","1482.6","1482.6","1482.6","1482.6","1482.6","1482.6","1482.6","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1621.4","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","1981.9","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0","2366.0"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1299.4","1299.6","1299.6","1299.6","1485.3","1485.3","1483.9","1492.9","1492.9","1492.9","1492.9","1489.9","1489.9","1489.9","1489.9","1489.9","1489.9","1489.9","1489.9","1489.9","1489.9","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2000.2","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6","2387.6"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1312.7","1310.3","1310.3","1495.9","1495.9","1494.7","1503.3","1503.3","1503.3","1503.3","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","1651.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2018.1","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4"
