"DATE","REX65Q4","REX66Q1","REX66Q2","REX66Q3","REX66Q4","REX67Q1","REX67Q2","REX67Q3","REX67Q4","REX68Q1","REX68Q2","REX68Q3","REX68Q4","REX69Q1","REX69Q2","REX69Q3","REX69Q4","REX70Q1","REX70Q2","REX70Q3","REX70Q4","REX71Q1","REX71Q2","REX71Q3","REX71Q4","REX72Q1","REX72Q2","REX72Q3","REX72Q4","REX73Q1","REX73Q2","REX73Q3","REX73Q4","REX74Q1","REX74Q2","REX74Q3","REX74Q4","REX75Q1","REX75Q2","REX75Q3","REX75Q4","REX76Q1","REX76Q2","REX76Q3","REX76Q4","REX77Q1","REX77Q2","REX77Q3","REX77Q4","REX78Q1","REX78Q2","REX78Q3","REX78Q4","REX79Q1","REX79Q2","REX79Q3","REX79Q4","REX80Q1","REX80Q2","REX80Q3","REX80Q4","REX81Q1","REX81Q2","REX81Q3","REX81Q4","REX82Q1","REX82Q2","REX82Q3","REX82Q4","REX83Q1","REX83Q2","REX83Q3","REX83Q4","REX84Q1","REX84Q2","REX84Q3","REX84Q4","REX85Q1","REX85Q2","REX85Q3","REX85Q4","REX86Q1","REX86Q2","REX86Q3","REX86Q4","REX87Q1","REX87Q2","REX87Q3","REX87Q4","REX88Q1","REX88Q2","REX88Q3","REX88Q4","REX89Q1","REX89Q2","REX89Q3","REX89Q4","REX90Q1","REX90Q2","REX90Q3","REX90Q4","REX91Q1","REX91Q2","REX91Q3","REX91Q4","REX92Q1","REX92Q2","REX92Q3","REX92Q4","REX93Q1","REX93Q2","REX93Q3","REX93Q4","REX94Q1","REX94Q2","REX94Q3","REX94Q4","REX95Q1","REX95Q2","REX95Q3","REX95Q4","REX96Q1","REX96Q2","REX96Q3","REX96Q4","REX97Q1","REX97Q2","REX97Q3","REX97Q4","REX98Q1","REX98Q2","REX98Q3","REX98Q4","REX99Q1","REX99Q2","REX99Q3","REX99Q4","REX00Q1","REX00Q2","REX00Q3","REX00Q4","REX01Q1","REX01Q2","REX01Q3","REX01Q4","REX02Q1","REX02Q2","REX02Q3","REX02Q4","REX03Q1","REX03Q2","REX03Q3","REX03Q4","REX04Q1","REX04Q2","REX04Q3","REX04Q4","REX05Q1","REX05Q2","REX05Q3","REX05Q4","REX06Q1","REX06Q2","REX06Q3","REX06Q4","REX07Q1","REX07Q2","REX07Q3","REX07Q4","REX08Q1","REX08Q2","REX08Q3","REX08Q4","REX09Q1","REX09Q2","REX09Q3","REX09Q4","REX10Q1","REX10Q2","REX10Q3","REX10Q4","REX11Q1","REX11Q2","REX11Q3","REX11Q4","REX12Q1","REX12Q2","REX12Q3","REX12Q4","REX13Q1","REX13Q2","REX13Q3","REX13Q4","REX14Q1","REX14Q2","REX14Q3","REX14Q4","REX15Q1","REX15Q2"
"1990:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","622.0","630.5","630.5","630.5","630.5","501.6","501.6","508.4","508.4","508.4","508.4","508.4","508.6","508.6","508.6","508.6","508.6","508.6","508.6","508.6","508.6","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.785","561.785","561.785","561.785","570.8","570.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","555.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","603.1","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","644.1","644.1","644.1","644.1","648.0","648.0","648.0","648.0"
"1990:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","642.4","647.2","647.2","647.2","522.5","522.5","522.6","522.6","522.6","522.6","522.6","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.9","573.908","573.908","573.908","573.908","584.7","584.7","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","586.5","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","560.7","608.2","608.2","608.2","608.2","608.2","608.2","608.2","608.2","607.7","607.7","607.7","607.7","607.7","607.7","607.7","607.7","649.7","649.7","649.7","649.7","653.7","653.7","653.7","653.7"
"1991:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","646.5","648.0","648.0","512.5","512.5","515.9","515.9","515.9","515.9","515.9","519.4","519.4","519.4","519.0","519.0","519.0","519.0","519.0","519.0","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.3","572.341","572.341","572.341","572.341","583.2","583.2","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.5","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","653.8","653.8","653.8","653.8","657.7","657.7","657.7","657.7"
"1991:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","653.9","655.1","535.7","535.7","536.1","536.1","536.1","536.1","536.1","542.9","542.9","542.9","544.0","544.0","544.0","544.0","544.0","544.0","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.277","600.277","600.277","600.277","612.4","612.4","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","613.3","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","583.8","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.6","634.1","634.1","634.1","634.1","634.1","634.1","634.1","634.1","677.6","677.6","677.6","677.6","681.6","681.6","681.6","681.6"
"1991:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","655.3","545.2","545.2","544.2","544.2","544.2","544.2","544.2","546.9","546.9","546.9","544.8","544.8","544.8","544.8","544.8","544.8","603.6","603.6","603.6","603.6","603.6","603.6","603.6","603.6","603.6","603.6","603.6","603.634","603.634","603.634","603.634","616.5","616.5","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","597.8","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","648.6","648.6","648.6","648.6","648.6","648.6","648.6","648.6","693.6","693.6","693.6","693.6","697.8","697.8","697.8","697.8"
"1991:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","565.1","558.0","561.4","561.4","561.4","561.4","561.4","564.2","564.2","564.2","562.6","562.6","562.6","562.6","562.6","562.6","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.45","623.45","623.45","623.45","638.4","638.4","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","611.6","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.9","663.4","663.4","663.4","663.4","663.4","663.4","663.4","663.4","709.2","709.2","709.2","709.2","713.5","713.5","713.5","713.5"
"1992:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","559.4","565.4","565.4","565.4","565.4","565.4","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","633.0","633.0","633.0","633.0","633.0","633.0","633.0","633.0","633.0","633.0","633.0","633.009","633.009","633.009","633.009","644.9","644.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","643.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","621.9","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.7","675.2","675.2","675.2","675.2","675.2","675.2","675.2","675.2","722.1","722.1","722.1","722.1","726.4","726.4","726.4","726.4"
"1992:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","560.0","563.4","563.4","563.4","563.4","570.2","570.2","570.2","573.1","573.1","573.1","573.1","573.1","573.1","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.816","635.816","635.816","635.816","648.3","648.3","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","647.1","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","622.2","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.3","675.3","675.3","675.3","675.3","675.3","675.3","675.3","722.4","722.4","722.4","722.4","726.7","726.7","726.7","726.7"
"1992:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","566.0","575.9","575.9","575.9","579.3","579.3","579.3","580.5","580.5","580.5","580.5","580.5","580.5","639.7","639.7","639.7","639.7","639.7","639.7","639.7","639.7","639.7","639.7","639.7","639.71","639.71","639.71","639.71","652.0","652.0","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","650.8","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","635.6","690.4","690.4","690.4","690.4","690.4","690.4","690.4","690.4","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","737.7","737.7","737.7","737.7","742.1","742.1","742.1","742.1"
"1992:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","581.2","588.3","588.3","591.6","591.6","591.6","590.7","590.7","590.7","590.7","590.7","590.7","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.1","649.129","649.129","649.129","649.129","663.0","663.0","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","639.1","694.0","694.0","694.0","694.0","694.0","694.0","694.0","694.0","693.4","693.4","693.4","693.4","693.4","693.4","693.4","693.4","741.4","741.4","741.4","741.4","745.9","745.9","745.9","745.9"
"1993:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","577.6","584.2","588.0","588.0","588.0","589.2","589.2","589.2","589.2","589.2","589.2","649.8","649.8","647.1","647.1","647.1","647.1","647.2","647.2","647.2","647.2","647.2","647.23","647.23","647.23","647.23","661.2","661.156","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","661.4","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","639.9","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.5","695.0","695.0","695.0","695.0","695.0","695.0","695.0","695.0","743.1","743.1","743.1","743.1","747.6","747.6","747.6","747.6"
"1993:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","593.8","593.2","593.2","593.2","600.2","600.2","600.2","600.2","600.2","600.2","662.3","662.3","660.0","660.0","660.0","660.0","660.1","660.1","660.1","660.1","660.1","660.108","660.108","660.108","660.108","673.7","673.665","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","647.4","704.1","704.1","704.1","704.1","704.1","704.1","704.1","704.1","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","752.0","752.0","752.0","752.0","756.5","756.5","756.5","756.5"
"1993:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","591.5","591.9","591.9","595.3","595.3","595.3","595.3","595.3","595.3","648.9","648.9","645.5","645.5","645.5","645.5","646.3","646.3","646.3","646.3","646.3","646.277","646.277","646.277","646.277","659.7","659.74","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","660.8","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","645.7","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.8","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","750.0","750.0","750.0","750.0","754.5","754.5","754.5","754.5"
