"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1988:08","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","3993.235","#N/A","4285.95","4285.95","4285.95","4285.95","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","4302.1","#N/A","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","4571.5","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5091.664","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5090.023","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.841","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8","5430.8"
"1988:09","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","3983.952","#N/A","4273.485","4273.485","4273.485","4273.485","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","4289.8","#N/A","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","4558.9","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5078.261","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5076.641","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.781","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635","5415.635"
"1988:10","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","4017.204","#N/A","4310.933","4310.933","4310.933","4310.933","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","4327.7","#N/A","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","4598.4","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5121.824","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5120.219","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.567","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439","5460.439"
"1988:11","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","4025.052","#N/A","4319.523","4319.523","4319.523","4319.523","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","4336.6","#N/A","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","4609.1","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5135.427","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5133.776","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.445","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323","5474.323"
"1988:12","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","4045.054","#N/A","4342.672","4342.672","4342.672","4342.672","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","4360.0","#N/A","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","4634.6","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5162.128","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5160.363","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.368","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258","5504.258"
"1989:01","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","4044.674","#N/A","4346.6","4346.6","4346.6","4346.6","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","4364.2","#N/A","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5168.75","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5166.965","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.915","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81","5513.81"
"1989:02","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","4031.467","#N/A","4337.697","4337.697","4337.697","4337.697","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","4355.5","#N/A","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","4629.2","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5155.87","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5154.024","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.399","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289","5502.289"
"1989:03","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","4022.225","#N/A","4333.507","4333.507","4333.507","4333.507","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","4351.6","#N/A","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","4625.0","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5151.605","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5149.711","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.856","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744","5498.744"
"1989:04","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","4048.641","#N/A","4358.071","4358.071","4358.071","4358.071","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","4376.5","#N/A","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","4653.4","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5181.912","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5179.995","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.436","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337","5531.337"
"1989:05","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","4043.409","#N/A","4352.152","4352.152","4352.152","4352.152","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","4370.9","#N/A","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","4648.5","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5176.333","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5174.36","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.235","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134","5525.134"
"1989:06","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","4050.118","#N/A","4357.966","4357.966","4357.966","4357.966","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","4376.9","#N/A","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","4657.1","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5187.474","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5185.541","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.357","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261","5536.261"
