"DATE","RCOND10M1","RCOND10M2","RCOND10M3","RCOND10M4","RCOND10M5","RCOND10M6","RCOND10M7","RCOND10M8","RCOND10M9","RCOND10M10","RCOND10M11","RCOND10M12","RCOND11M1","RCOND11M2","RCOND11M3","RCOND11M4","RCOND11M5","RCOND11M6","RCOND11M7","RCOND11M8","RCOND11M9","RCOND11M10","RCOND11M11","RCOND11M12","RCOND12M1","RCOND12M2","RCOND12M3","RCOND12M4","RCOND12M5","RCOND12M6","RCOND12M7","RCOND12M8","RCOND12M9","RCOND12M10","RCOND12M11","RCOND12M12","RCOND13M1","RCOND13M2","RCOND13M3","RCOND13M4","RCOND13M5","RCOND13M6","RCOND13M7","RCOND13M8","RCOND13M9","RCOND13M10","RCOND13M11","RCOND13M12","RCOND14M1","RCOND14M2","RCOND14M3","RCOND14M4","RCOND14M5","RCOND14M6","RCOND14M7","RCOND14M8","RCOND14M9","RCOND14M10","RCOND14M11","RCOND14M12","RCOND15M1","RCOND15M2","RCOND15M3","RCOND15M4","RCOND15M5","RCOND15M6","RCOND15M7","RCOND15M8","RCOND15M9","RCOND15M10","RCOND15M11"
"2004:Q3","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1058.7","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3","1001.3"
"2004:Q4","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5","1015.5"
"2005:Q1","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1083.3","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1098.7","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3","1026.3"
"2005:Q2","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1113.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1130.6","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4","1055.4"
"2005:Q3","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1126.7","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1146.6","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3","1067.3"
"2005:Q4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1098.4","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1117.5","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8","1038.8"
"2006:Q1","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1160.9","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3","1081.3"
"2006:Q2","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1139.4","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1161.8","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2"
"2006:Q3","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1152.1","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1179.0","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1","1095.1"
"2006:Q4","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1167.9","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1195.2","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6","1109.6"
"2007:Q1","1183.7","1183.7","1183.7","1183.7","1183.7","1183.7","1183.7","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1181.2","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1210.1","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0","1122.0"
"2007:Q2","1189.9","1189.9","1189.9","1189.9","1189.9","1189.9","1189.9","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1194.5","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1227.0","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3","1138.3"
"2007:Q3","1205.0","1205.0","1205.0","1205.0","1205.0","1205.0","1205.0","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1205.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1242.7","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9"
"2007:Q4","1221.2","1221.2","1221.2","1221.2","1221.2","1221.2","1221.2","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1212.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1249.9","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5","1155.5"
"2008:Q1","1193.2","1193.2","1193.2","1193.2","1193.2","1193.2","1193.2","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1178.6","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1218.7","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5","1122.5"
"2008:Q2","1175.7","1175.7","1175.7","1175.7","1175.7","1175.7","1175.7","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1170.0","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1209.8","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0","1119.0"
"2008:Q3","1139.6","1139.6","1139.6","1139.6","1139.6","1139.6","1139.6","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1133.2","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7","1084.7"
"2008:Q4","1076.8","1076.8","1076.8","1076.8","1076.8","1076.8","1076.8","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1063.9","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1088.0","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8","1006.8"
"2009:Q1","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1087.2","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1076.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1094.6","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6","1008.6"
"2009:Q2","1071.7","1071.7","1071.7","1071.7","1071.7","1071.7","1071.7","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1068.2","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1083.4","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1085.8","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6"
"2009:Q3","1122.7","1122.7","1122.7","1122.7","1122.7","1122.7","1122.7","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1118.3","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1134.5","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1138.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6","1050.6"
"2009:Q4","#N/A","1120.3","1123.4","1123.7","1123.7","1123.7","1123.7","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.8","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1120.7","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5","1031.5"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1154.2","1156.6","1156.0","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1138.9","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1147.5","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1135.9","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2","1045.2"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1159.6","1158.0","1157.8","1157.8","1157.8","1157.8","1157.8","1157.8","1157.8","1157.8","1157.8","1157.8","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1169.3","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1175.2","1178.6","1179.3","1179.3","1179.3","1179.3","1179.3","1179.3","1179.3","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1194.1","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1184.9","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8","1093.8"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1238.5","1236.9","1237.2","1237.2","1237.2","1237.2","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1227.7","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1268.8","1263.9","1264.9","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1249.4","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1142.3","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8","1141.8"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1263.1","1260.8","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1260.2","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1242.3","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1140.0","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2","1134.2"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1273.0","1277.1","1277.8","1277.8","1277.8","1277.8","1277.8","1277.8","1277.8","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1154.4","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1322.7","1324.1","1326.5","1326.5","1326.5","1326.5","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1191.7","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1374.5","1371.4","1369.7","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1336.1","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1219.7","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1212.0","1213.8","1213.8","1213.8","1213.8"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1332.8","1335.9","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1335.3","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1228.6","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1218.8","1222.1","1222.1","1222.1","1222.1"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1362.9","1363.4","1364.0","1364.0","1364.0","1364.0","1364.0","1364.0","1364.0","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1253.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.4","1242.2","1242.2","1242.2","1242.2"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1409.1","1408.8","1408.3","1408.3","1408.3","1408.3","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1285.2","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1266.7","1266.7","1266.7","1266.7"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1436.1","1436.4","1434.4","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1295.7","1293.6","1293.6","1293.6","1293.6"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1324.2","1322.9","1323.2","1323.2","1323.2","1323.2","1323.2","1323.2","1323.2","1323.2","1323.2","1323.2","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1300.8","1300.8","1300.8","1300.8"
