"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1996:Q3","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","7892.7","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0","8159.0"
"1996:Q4","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8023.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.0","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1","8287.1"
"1997:Q1","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8137.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.0","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1","8402.1"
"1997:Q2","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8276.8","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9","8551.9"
"1997:Q3","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8409.9","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.7","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8","8691.8"
"1997:Q4","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8505.7","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3","8788.3"
"1998:Q1","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8600.6","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7","8889.7"
"1998:Q2","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7"
"1998:Q3","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5"
"1998:Q4","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.6","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7","9325.7"
"1999:Q1","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9450.3","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1","9447.1"
"1999:Q2","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9561.5","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0","9557.0"
"1999:Q3","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9718.7","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3","9712.3"
"1999:Q4","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9932.3","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1","9926.1"
"2000:Q1","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10036.1","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0","10031.0"
"2000:Q2","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10283.7","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3","10278.3"
"2000:Q3","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10363.8","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4","10357.4"
"2000:Q4","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10475.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3","10472.3"
"2001:Q1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10165.1","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10512.5","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1","10508.1"
"2001:Q2","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10301.3","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10641.6","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4","10638.4"
"2001:Q3","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10305.2","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10644.3","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5","10639.5"
"2001:Q4","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10702.7","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3","10701.3"
"2002:Q1","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10498.7","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10837.3","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4","10834.4"
"2002:Q2","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10601.9","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10938.0","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8","10934.8"
"2002:Q3","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","10701.7","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11039.8","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1","11037.1"
"2002:Q4","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","10766.9","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11105.7","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8","11103.8"
"2003:Q1","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10888.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","10887.4","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.8","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1","11230.1"
"2003:Q2","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11008.1","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11011.6","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11371.4","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7","11370.7"
