"DATE","REX10M1","REX10M2","REX10M3","REX10M4","REX10M5","REX10M6","REX10M7","REX10M8","REX10M9","REX10M10","REX10M11","REX10M12","REX11M1","REX11M2","REX11M3","REX11M4","REX11M5","REX11M6","REX11M7","REX11M8","REX11M9","REX11M10","REX11M11","REX11M12","REX12M1","REX12M2","REX12M3","REX12M4","REX12M5","REX12M6","REX12M7","REX12M8","REX12M9","REX12M10","REX12M11","REX12M12","REX13M1","REX13M2","REX13M3","REX13M4","REX13M5","REX13M6","REX13M7","REX13M8","REX13M9","REX13M10","REX13M11","REX13M12","REX14M1","REX14M2","REX14M3","REX14M4","REX14M5","REX14M6","REX14M7","REX14M8","REX14M9","REX14M10","REX14M11","REX14M12","REX15M1","REX15M2","REX15M3","REX15M4","REX15M5","REX15M6","REX15M7","REX15M8","REX15M9","REX15M10","REX15M11"
"2004:Q3","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1225.0","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1224.7","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6","1300.6"
"2004:Q4","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.9","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1252.8","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1341.5","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1","1332.1"
"2005:Q1","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1276.2","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1357.0","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6","1352.6"
"2005:Q2","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.5","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1303.6","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1386.0","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6","1377.6"
"2005:Q3","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1303.9","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1386.8","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2","1379.2"
"2005:Q4","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.7","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1336.6","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1423.8","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1","1418.1"
"2006:Q1","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.8","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1388.7","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1478.4","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0","1471.0"
"2006:Q2","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1412.1","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1505.4","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5"
"2006:Q3","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.1","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1414.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5","1495.5"
"2006:Q4","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.2","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1473.5","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1563.7","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1","1562.1"
"2007:Q1","1485.9","1485.9","1485.9","1485.9","1485.9","1485.9","1485.9","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.4","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1496.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1586.5","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7","1587.7"
"2007:Q2","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1504.8","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1521.3","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1614.4","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7","1615.7"
"2007:Q3","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1578.0","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1671.2","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6","1665.6"
"2007:Q4","1624.0","1624.0","1624.0","1624.0","1624.0","1624.0","1624.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1622.0","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1621.9","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1717.1","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7","1716.7"
"2008:Q1","1623.4","1623.4","1623.4","1623.4","1623.4","1623.4","1623.4","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1644.7","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1643.9","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1738.7","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9","1737.9"
"2008:Q2","1670.4","1670.4","1670.4","1670.4","1670.4","1670.4","1670.4","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1696.6","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1693.9","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1788.4","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0","1790.0"
"2008:Q3","1655.2","1655.2","1655.2","1655.2","1655.2","1655.2","1655.2","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1675.0","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1678.7","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1772.8","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1","1766.1"
"2008:Q4","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1574.5","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1580.6","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2","1669.2"
"2009:Q1","1434.5","1434.5","1434.5","1434.5","1434.5","1434.5","1434.5","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1451.1","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1452.5","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1534.8","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3","1535.3"
"2009:Q2","1419.5","1419.5","1419.5","1419.5","1419.5","1419.5","1419.5","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1447.8","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1449.4","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1454.6","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4","1539.4"
"2009:Q3","1478.8","1478.8","1478.8","1478.8","1478.8","1478.8","1478.8","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1497.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1502.3","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1588.7","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3","1593.3"
"2009:Q4","#N/A","1541.6","1555.5","1556.8","1556.8","1556.8","1556.8","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1573.5","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1578.3","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1585.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1674.2","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9","1682.9"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1578.8","1584.1","1598.9","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1616.4","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1606.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1700.4","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2","1708.2"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1656.7","1652.2","1652.1","1652.1","1652.1","1652.1","1652.1","1652.1","1652.1","1652.1","1652.1","1652.1","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.0","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1645.4","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1739.3","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1","1748.1"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1672.3","1677.5","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1684.8","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1683.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1784.9","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5","1797.5"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1713.9","1718.3","1714.3","1714.3","1714.3","1714.3","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1716.8","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6","1852.6"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1735.2","1752.3","1746.2","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1749.6","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1748.8","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1854.7","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3","1862.3"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1775.3","1762.8","1765.0","1765.0","1765.0","1765.0","1765.0","1765.0","1765.0","1765.0","1765.0","1765.0","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1766.4","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1876.9","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7","1890.7"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1782.4","1783.6","1785.2","1785.2","1785.2","1785.2","1785.2","1785.2","1785.2","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6","1910.6"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1805.6","1803.9","1797.0","1797.0","1797.0","1797.0","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1921.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7","1929.7"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1820.7","1828.7","1815.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1818.7","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1941.4","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1936.0","1942.6","1942.6","1942.6","1942.6"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1842.4","1845.5","1842.1","1842.1","1842.1","1842.1","1842.1","1842.1","1842.1","1842.1","1842.1","1842.1","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1959.8","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1958.9","1964.4","1964.4","1964.4","1964.4"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1834.6","1847.2","1850.9","1850.9","1850.9","1850.9","1850.9","1850.9","1850.9","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1961.6","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1969.1","1974.1","1974.1","1974.1","1974.1"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1824.0","1832.5","1837.6","1837.6","1837.6","1837.6","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1976.5","1971.7","1971.7","1971.7","1971.7"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1850.8","1841.3","1832.6","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1960.5","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1972.3","1976.6","1976.6","1976.6","1976.6"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1986.3","2001.2","1998.4","1998.4","1998.4","1998.4","1998.4","1998.4","1998.4","1998.4","1998.4","1998.4","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2002.8","2000.5","2000.5","2000.5","2000.5"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2020.8","2016.7","2017.6","2017.6","2017.6","2017.6","2017.6","2017.6","2017.6","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2027.7","2021.1","2021.1","2021.1","2021.1"
