"DATE","RNX10M1","RNX10M2","RNX10M3","RNX10M4","RNX10M5","RNX10M6","RNX10M7","RNX10M8","RNX10M9","RNX10M10","RNX10M11","RNX10M12","RNX11M1","RNX11M2","RNX11M3","RNX11M4","RNX11M5","RNX11M6","RNX11M7","RNX11M8","RNX11M9","RNX11M10","RNX11M11","RNX11M12","RNX12M1","RNX12M2","RNX12M3","RNX12M4","RNX12M5","RNX12M6","RNX12M7","RNX12M8","RNX12M9","RNX12M10","RNX12M11","RNX12M12","RNX13M1","RNX13M2","RNX13M3","RNX13M4","RNX13M5","RNX13M6","RNX13M7","RNX13M8","RNX13M9","RNX13M10","RNX13M11","RNX13M12","RNX14M1","RNX14M2","RNX14M3","RNX14M4","RNX14M5","RNX14M6","RNX14M7","RNX14M8","RNX14M9","RNX14M10","RNX14M11","RNX14M12","RNX15M1","RNX15M2","RNX15M3","RNX15M4","RNX15M5","RNX15M6","RNX15M7","RNX15M8","RNX15M9","RNX15M10","RNX15M11"
"1947:Q1","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3"
"1947:Q2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1"
"1947:Q3","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9"
"1947:Q4","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.2","22.3","22.3","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5"
"1948:Q1","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4"
"1948:Q2","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3"
"1948:Q3","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.8","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7"
"1948:Q4","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4"
"1949:Q1","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0"
"1949:Q2","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.8","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","10.9","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3"
"1949:Q3","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.6","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.4","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7"
"1949:Q4","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-2.3","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9","-1.9"
"1950:Q1","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.8","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5"
"1950:Q2","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-6.4","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.6","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2","-7.2"
"1950:Q3","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-19.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7","-20.7"
"1950:Q4","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-14.8","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1"
"1951:Q1","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-11.8","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9","-12.9"
"1951:Q2","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.3","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9","-3.9"
"1951:Q3","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4","4.4"
"1951:Q4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5"
"1952:Q1","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5"
"1952:Q2","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.9","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-7.0","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6"
"1952:Q3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.3","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-15.2","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6"
"1952:Q4","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-21.5","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.8","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4"
"1953:Q1","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.6","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4","-22.4"
"1953:Q2","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4","-26.4"
"1953:Q3","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4","-23.4"
"1953:Q4","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.6","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3"
"1954:Q1","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.7","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.6","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3"
"1954:Q2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-18.1","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6"
"1954:Q3","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.4","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-15.1","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7","-14.7"
"1954:Q4","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.7","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4","-12.4"
"1955:Q1","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-13.3","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5","-14.5"
"1955:Q2","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3"
"1955:Q3","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2"
"1955:Q4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2","-21.2"
"1956:Q1","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-19.9","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7"
"1956:Q2","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-16.3","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7","-15.7"
"1956:Q3","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-14.3","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8","-13.8"
